"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2366.15339929615,59.5137,1,2366.15339929615
"junk2",2291.68972791706,59.9022,2,2290.38093880917
"A1_TO_3_CH7",2300.23150497927,59.8637,3,2297.60566992792
"A1_CH7_D_C15",2300.20448086813,60.2159,4,2296.26802140287
"A1_CH8_D_C20",2325.0047995244,59.2916,5,2319.70262210245
"A1_CH1_D_C1",2290.77203336759,60.4637,6,2284.24561731811
"A1_CH5_L_C19",2238.12318804334,59.8948,7,2230.47584229832
"A1_CH9_L_BLANK",2375.93051255763,60.1185,8,2366.46465394186
"A1_CH5_D_CH19",2066.92297810335,59.9017,9,2057.51718525647
"A1_CH9_D_BLANK",2311.72176175464,59.5916,10,2299.89373682241
"A1_CH10_D_C17",2187.67134412374,60.3569,11,2175.24139330486
"A1_CH3_D_CH16",2304.34318623217,59.9065,12,2289.94921970829
"A1__CH1_L_C1",2295.838801118,60.2341,13,2280.20312256328
"A1_CH6_D_C2",2302.92117563047,59.9331,14,2285.93990774437
"A1_CH6_L_C2",2294.30140185164,60.1369,15,2276.09266056711
"A1_CH7_L_C15",2304.28970888716,59.9001,16,2284.70651022806
"A1_CH10_L_C17",2240.54837796719,60.0943,17,2220.24895891426
"A1_CH8_L_C20",2304.6852402168,60.247,18,2282.51226393854
"A1_CH2_D_C18",2309.95925965831,59.8255,19,2286.44157488803
"A1_CH2_L_C18",2284.88198915403,59.6302,20,2260.34114246442
"A1_CH3_L_C16",2287.9614141786,60.0726,21,2262.10874283195
"A1_TO_1_CH5",2371.36159165385,60.344,22,2343.24267949985
"A1_TO_2_CH8",2327.91015164367,60.0061,23,2299.00833260521
"A2_CH10_D_C22",2362.34932177245,60.2603,24,2331.70406830332
"A2_CH8_L_C39",2315.59887787468,60.06,25,2284.27172281888
"A2_CH1_D_C36",2355.60271398267,59.7948,26,2322.42521096883
"A2_CH5_L_BLANK",2369.38631612986,59.9463,27,2334.69935429462
"A2_CH10_L_C22",2362.9248545744,60.7574,28,2327.02222594553
"A2_CH6_D_C40",2377.11386699925,59.7719,29,2339.67900295202
"A2_CH3_D_C38",2363.46951642834,60.1956,30,2324.94190767262
"A2_TO_1_CH2",2295.97182491987,60.4982,31,2257.27567056729
"A2_TO_3_CH6",2296.3702238632,59.9421,32,2256.39971463256
"A11_TO_2_CH8",2369.19040583814,60.1498,33,2326.64602144598
"A11_D_CH7_V9",2215.32965664008,59.4081,34,2174.32804213132
"A11_TO_1_CH7",2373.13906560833,59.8913,35,2327.91107893194
