"SampleID","TA","Mass","Sample.Index"
"junk1",2309.59263810368,60.1916,1
"junk2",2293.89891570891,60.3047,2
"junk3",2294.53924420495,60.1512,3
"b1r15",2130.86790816616,60.1468,4
"b2r15",2136.06250098104,60.1398,5
"b3r15",2131.11521054129,60.3272,6
"01r15",2092.07295671229,60.2662,7
"02r15",2135.82604623897,60.1205,8
"03r15",2108.51477754248,60.0346,9
"04r15",2084.19517079276,60.291,10
"05r15",2089.82825597585,60.1332,11
"ch3b1r15",2130.6875010584,60.2288,12
"ch3b2r15",2133.10448034634,60.1287,13
"ch3b3r15",2126.87898410795,60.2542,14
