"SampleID","TA","Mass","Sample.Index"
"junk1",2386.40176335142,59.7653,1
"junk2",2362.32896393668,60.2021,2
"1",2120.14850740703,59.5281,3
"2",2159.14093030021,60.4829,4
"3",2027.91185998957,60.3137,5
"4",2110.14091305266,60.1665,6
"5",2024.75508616283,60.1479,7
"6",1954.36882285805,59.9874,8
"7",1997.3689982949,60.2859,9
"8",2076.73867537811,60.3686,10
"9",2012.23112503611,59.5746,11
"10",2171.04845636996,60.142,12
"11",2079.09692558472,59.7499,13
"12",1958.2051406243,59.8483,14
"13",2112.60693124395,60.0712,15
"14",1960.43160742935,60.1436,16
"15",1942.04412224415,60.3895,17
"16",1993.88446286232,60.3052,18
"17",2020.17508230249,59.9989,19
"18",1931.09361323072,60.3482,20
"19",2002.77414509136,59.8396,21
"20",2066.78082948475,60.0467,22
"21",1966.87457296938,60.1568,23
"22",1922.7216929931,59.7887,24
"23",1982.5870963577,59.118,25
"24",2007.29935750962,59.9071,26
"25",2011.06641445879,60.2981,27
"26",1959.07776029103,59.7188,28
"27",1996.02280982398,60.3426,29
"28",2148.74854785557,59.8583,30
