Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
18,b2r23,5/5/2026 1:30:12 PM,OK,Unchecked,0,,25.0,°C,,2.188,mL,,59.998,g,,59.9981,g,1.0,g/mL,
19,b3r23,5/5/2026 1:40:23 PM,OK,Unchecked,0,,25.0,°C,,2.184,mL,,60.125,g,,60.1247,g,1.0,g/mL,
20,01r23,5/5/2026 1:50:33 PM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,60.059,g,,60.0590,g,1.0,g/mL,
21,02r23,5/5/2026 2:00:38 PM,OK,Unchecked,0,,25.0,°C,,2.128,mL,,59.959,g,,59.9592,g,1.0,g/mL,
22,03r23,5/5/2026 2:10:39 PM,OK,Unchecked,0,,25.0,°C,,2.172,mL,,60.277,g,,60.2773,g,1.0,g/mL,
23,04r23,5/5/2026 2:20:48 PM,OK,Unchecked,0,,25.0,°C,,2.084,mL,,59.799,g,,59.7987,g,1.0,g/mL,
24,05r23,5/5/2026 2:30:45 PM,OK,Unchecked,0,,25.0,°C,,2.118,mL,,59.786,g,,59.7863,g,1.0,g/mL,
25,06r23,5/5/2026 2:40:47 PM,OK,Unchecked,0,,25.0,°C,,2.150,mL,,60.275,g,,60.2750,g,1.0,g/mL,
26,07r23,5/5/2026 2:50:51 PM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,60.003,g,,60.0030,g,1.0,g/mL,
27,08r23,5/5/2026 3:00:56 PM,OK,Unchecked,0,,25.0,°C,,2.196,mL,,60.385,g,,60.3847,g,1.0,g/mL,
28,09r23,5/5/2026 3:11:07 PM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,60.486,g,,60.4858,g,1.0,g/mL,
29,10r23,5/5/2026 3:21:15 PM,OK,Unchecked,0,,25.0,°C,,2.198,mL,,60.141,g,,60.1406,g,1.0,g/mL,
30,11r23,5/5/2026 3:31:28 PM,OK,Unchecked,0,,25.0,°C,,2.158,mL,,60.086,g,,60.0856,g,1.0,g/mL,
31,12r23,5/5/2026 3:41:32 PM,OK,Unchecked,0,,25.0,°C,,2.146,mL,,60.387,g,,60.3869,g,1.0,g/mL,
32,b1r24,5/5/2026 3:51:37 PM,OK,Unchecked,0,,25.0,°C,,2.217,mL,,60.409,g,,60.4086,g,1.0,g/mL,
33,b2r24,5/5/2026 4:01:50 PM,OK,Unchecked,0,,25.0,°C,,2.193,mL,,60.016,g,,60.0162,g,1.0,g/mL,
34,b3r24,5/5/2026 4:12:03 PM,OK,Unchecked,0,,25.0,°C,,2.186,mL,,59.922,g,,59.9215,g,1.0,g/mL,
35,01r24,5/5/2026 4:22:15 PM,OK,Unchecked,0,,25.0,°C,,2.151,mL,,60.320,g,,60.3199,g,1.0,g/mL,
36,02r24,5/5/2026 4:32:21 PM,OK,Unchecked,0,,25.0,°C,,2.156,mL,,59.605,g,,59.6047,g,1.0,g/mL,
37,03r24,5/5/2026 4:42:25 PM,OK,Unchecked,0,,25.0,°C,,2.184,mL,,60.380,g,,60.3801,g,1.0,g/mL,
38,04r24,5/5/2026 4:52:36 PM,OK,Unchecked,0,,25.0,°C,,2.199,mL,,60.117,g,,60.1166,g,1.0,g/mL,
39,05r24,5/5/2026 5:02:48 PM,OK,Unchecked,0,,25.0,°C,,2.180,mL,,59.799,g,,59.7991,g,1.0,g/mL,
40,06r24,5/5/2026 5:12:58 PM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,59.780,g,,59.7805,g,1.0,g/mL,
41,07r24,5/5/2026 5:23:02 PM,OK,Unchecked,0,,25.0,°C,,2.178,mL,,59.936,g,,59.9359,g,1.0,g/mL,
42,08r24,5/5/2026 5:33:14 PM,OK,Unchecked,0,,25.0,°C,,2.149,mL,,59.980,g,,59.9805,g,1.0,g/mL,
43,09r24,5/5/2026 5:43:20 PM,OK,Unchecked,0,,25.0,°C,,2.157,mL,,59.726,g,,59.7257,g,1.0,g/mL,
44,10r24,5/5/2026 5:53:27 PM,OK,Unchecked,0,,25.0,°C,,2.190,mL,,60.000,g,,59.9996,g,1.0,g/mL,
45,11r24,5/5/2026 6:03:37 PM,OK,Unchecked,0,,25.0,°C,,2.163,mL,,60.365,g,,60.3647,g,1.0,g/mL,
46,12r24,5/5/2026 6:13:44 PM,OK,Unchecked,0,,25.0,°C,,2.173,mL,,60.052,g,,60.0516,g,1.0,g/mL,
5/5/2026 9:12:09 PMSystemInternal,,,,,,,,,,,,,,,,,,,,1/1
