Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk,5/5/2026 10:37:55 AM,OK,Unchecked,0,,25.0,°C,,2.220,mL,,60.004,g,,60.0038,g,1.0,g/mL,
2,b1r22,5/5/2026 10:48:20 AM,OK,Unchecked,0,,25.0,°C,,2.280,mL,,60.175,g,,60.1746,g,1.0,g/mL,
3,b2r22,5/5/2026 10:58:45 AM,OK,Unchecked,0,,25.0,°C,,2.208,mL,,60.003,g,,60.0030,g,1.0,g/mL,
4,b3r22,5/5/2026 11:08:56 AM,OK,Unchecked,0,,25.0,°C,,2.177,mL,,60.337,g,,60.3367,g,1.0,g/mL,
5,01r22,5/5/2026 11:19:10 AM,OK,Unchecked,0,,25.0,°C,,2.123,mL,,59.804,g,,59.8036,g,1.0,g/mL,
6,02r22,5/5/2026 11:29:17 AM,OK,Unchecked,0,,25.0,°C,,2.067,mL,,59.894,g,,59.8937,g,1.0,g/mL,
7,03r22,5/5/2026 11:39:13 AM,OK,Unchecked,0,,25.0,°C,,2.190,mL,,59.824,g,,59.8235,g,1.0,g/mL,
8,04r22,5/5/2026 11:49:23 AM,OK,Unchecked,0,,25.0,°C,,2.119,mL,,60.060,g,,60.0603,g,1.0,g/mL,
9,05r22,5/5/2026 11:59:24 AM,OK,Unchecked,0,,25.0,°C,,2.150,mL,,60.359,g,,60.3588,g,1.0,g/mL,
10,06r22,5/5/2026 12:09:31 PM,OK,Unchecked,0,,25.0,°C,,2.160,mL,,60.293,g,,60.2929,g,1.0,g/mL,
11,07r22,5/5/2026 12:19:37 PM,OK,Unchecked,0,,25.0,°C,,2.136,mL,,59.821,g,,59.8213,g,1.0,g/mL,
12,08r22,5/5/2026 12:29:41 PM,OK,Unchecked,0,,25.0,°C,,2.144,mL,,59.903,g,,59.9034,g,1.0,g/mL,
13,09r22,5/5/2026 12:39:48 PM,OK,Unchecked,0,,25.0,°C,,2.150,mL,,59.872,g,,59.8724,g,1.0,g/mL,
14,10r22,5/5/2026 12:49:54 PM,OK,Unchecked,0,,25.0,°C,,2.107,mL,,59.731,g,,59.7308,g,1.0,g/mL,
15,11r22,5/5/2026 12:59:52 PM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,59.933,g,,59.9334,g,1.0,g/mL,
16,12r22,5/5/2026 1:09:58 PM,OK,Unchecked,0,,25.0,°C,,2.168,mL,,59.741,g,,59.7412,g,1.0,g/mL,
17,b1r23,5/5/2026 1:20:03 PM,OK,Unchecked,0,,25.0,°C,,2.187,mL,,60.187,g,,60.1868,g,1.0,g/mL,
