Table of Measured Values,,,,,,
Task,T634,,,,,
Scope 1/1, Sample 1/6 (Junk),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-75.2,21.7,NaN,,
0.0005,1,-75.2,21.7,0.0005,,
0.0025,2,-75.2,21.7,0.002,,
0.005,3,-75.1,21.7,0.0025,,
0.009,4,-75.2,21.7,0.0035,,
0.015,5,-75.1,21.7,0.0055,,
0.0235,6,-75.1,21.7,0.0075,,
0.031,7,-74.8,21.7,0.0075,,
0.0395,8,-74.4,21.7,0.0085,,
0.048,9,-73.9,21.7,0.0075,,
0.0565,10,-73.3,21.7,0.0075,,
0.065,11,-72.7,21.7,0.0075,,
0.0735,12,-71.8,21.7,0.0075,,
0.082,13,-71,21.7,0.0085,,
0.0895,14,-70.2,21.7,0.0075,,
0.098,15,-69.2,21.7,0.0085,,
0.106,16,-68.1,21.7,0.0075,,
0.1145,17,-67,21.7,0.0075,,
0.123,18,-65.8,21.7,0.0075,,
0.1315,19,-64.7,21.7,0.0085,,
0.139,20,-63.3,21.7,0.0075,,
0.1475,21,-62,21.7,0.0085,,
0.156,22,-60.7,21.7,0.0075,,
0.1645,23,-59.2,21.7,0.0075,,
0.173,24,-57.6,21.7,0.0075,,
0.181,25,-56.1,21.7,0.008,,
0.189,26,-54.6,21.7,0.008,,
0.197,27,-52.9,21.7,0.008,,
0.2055,28,-51.1,21.7,0.0075,,
0.214,29,-49.2,21.7,0.0075,,
0.2225,30,-47.5,21.7,0.0075,,
0.231,31,-45.4,21.7,0.0085,,
0.2385,32,-42.9,21.7,0.0075,,
0.247,33,-41.2,21.7,0.0085,,
0.2555,34,-39.4,21.7,0.0075,,
0.2635,35,-37.5,21.7,0.0075,,
0.272,36,-35.6,21.7,0.0075,,
0.2805,37,-33.7,21.7,0.0075,,
0.288,38,-32.2,21.7,0.0075,,
0.2965,39,-30.5,21.7,0.0085,,
0.305,40,-29.1,21.7,0.0075,,
0.3135,41,-27.5,21.7,0.0075,,
0.322,42,-25.9,21.7,0.0075,,
0.3305,43,-24.5,21.7,0.0075,,
0.338,44,-23.3,21.7,0.0075,,
0.3465,45,-21.8,21.7,0.0085,,
0.3545,46,-20.6,21.7,0.0075,,
0.363,47,-19.4,21.7,0.0075,,
0.3715,48,-18.3,21.7,0.0075,,
0.38,49,-17.1,21.7,0.0075,,
0.3875,50,-16,21.7,0.0075,,
0.396,51,-14.9,21.7,0.0085,,
0.4045,52,-13.8,21.7,0.0075,,
0.413,53,-12.7,21.7,0.0075,,
0.4215,54,-11.8,21.7,0.0075,,
0.4295,55,-10.7,21.7,0.0075,,
0.4375,56,-9.8,21.7,0.008,,
0.4455,57,-8.9,21.7,0.008,,
0.454,58,-8,21.7,0.0075,,
0.4625,59,-7.1,21.7,0.0075,,
0.471,60,-6.1,21.7,0.0075,,
0.4795,61,-5.2,21.7,0.0075,,
0.487,62,-4.3,21.7,0.0075,,
0.4955,63,-3.2,21.7,0.0085,,
0.504,64,-2.3,21.7,0.0075,,
0.5125,65,-1.2,21.7,0.0075,,
0.5205,66,-0.2,21.7,0.0075,,
0.529,67,0.1,21.7,0.0075,,
0.5375,68,0.7,21.7,0.0085,,
0.545,69,1.6,21.7,0.0075,,
0.5535,70,2.7,21.7,0.0085,,
0.562,71,3.4,21.7,0.0075,,
0.5705,72,4.3,21.7,0.0075,,
0.579,73,5.1,21.7,0.0075,,
0.587,74,5.8,21.7,0.008,,
0.595,75,6.4,21.7,0.008,,
0.603,76,7.1,21.7,0.008,,
0.6115,77,8,21.7,0.0075,,
0.62,78,8.9,21.7,0.0075,,
0.6285,79,9.9,21.7,0.0075,,
0.637,80,10.9,21.7,0.0075,,
0.6445,81,11.8,21.7,0.0075,,
0.653,82,12.6,21.7,0.0085,,
0.6615,83,13.5,21.7,0.0075,,
0.6695,84,14.3,21.7,0.0075,,
0.678,85,15.2,21.7,0.0075,,
0.6865,86,16.1,21.7,0.0075,,
0.694,87,16.8,21.7,0.0075,,
0.7025,88,17.6,21.7,0.0085,,
0.711,89,18.4,21.7,0.0075,,
0.7195,90,19.3,21.7,0.0075,,
0.728,91,20.2,21.7,0.0075,,
0.7365,92,21,21.7,0.0075,,
0.744,93,21.9,21.7,0.0075,,
0.7525,94,22.6,21.7,0.0085,,
0.7605,95,23.5,21.7,0.0075,,
0.769,96,24.4,21.7,0.0075,,
0.7775,97,25.3,21.7,0.0075,,
0.786,98,26.1,21.7,0.0075,,
0.7935,99,26.9,21.7,0.0075,,
0.802,100,27.8,21.7,0.0085,,
0.8105,101,28.6,21.7,0.0085,,
0.819,102,29.5,21.7,0.0075,,
0.827,103,30.5,21.7,0.0075,,
0.8355,104,31.4,21.7,0.0075,,
0.844,105,32.3,21.7,0.0085,,
0.8515,106,33.2,21.7,0.0075,,
0.86,107,34.1,21.7,0.0085,,
0.8685,108,35,21.7,0.0075,,
0.877,109,35.9,21.7,0.0075,,
0.8855,110,36.8,21.7,0.0075,,
0.894,111,37.7,21.7,0.0085,,
0.9015,112,38.7,21.7,0.0075,,
0.91,113,39.6,21.7,0.0085,,
0.9185,114,40.6,21.7,0.0075,,
0.9265,115,41.7,21.7,0.0075,,
0.935,116,42.6,21.7,0.0075,,
0.9425,117,43.5,21.7,0.0075,,
0.951,118,44.5,21.7,0.0085,,
0.9595,119,45.5,21.7,0.0085,,
0.968,120,46.6,21.7,0.0075,,
0.9765,121,47.6,21.7,0.0075,,
0.985,122,48.7,21.7,0.0075,,
0.993,123,49.7,21.7,0.008,,
1.001,124,50.7,21.7,0.008,,
1.009,125,51.7,21.7,0.008,,
1.0175,126,52.9,21.7,0.0075,,
1.026,127,54.1,21.7,0.0075,,
1.0345,128,55.2,21.7,0.0075,,
1.043,129,56.4,21.7,0.0075,,
1.0505,130,57.4,21.7,0.0075,,
1.059,131,58.6,21.7,0.0085,,
1.0675,132,59.7,21.7,0.0075,,
1.0755,133,60.9,21.7,0.0075,,
1.084,134,62.2,21.7,0.0075,,
1.0925,135,63.5,21.7,0.0075,,
1.1,136,64.6,21.7,0.0075,,
1.1085,137,65.8,21.7,0.0085,,
1.117,138,67,21.7,0.0075,,
1.1255,139,68.3,21.7,0.0075,,
1.134,140,69.8,21.7,0.0075,,
1.1425,141,71.2,21.7,0.0075,,
1.15,142,72.6,21.7,0.0075,,
1.1585,143,74.1,21.8,0.0085,,
1.1665,144,75.6,21.7,0.008,,
1.175,145,77.2,21.7,0.0075,,
1.1835,146,78.8,21.7,0.0075,,
1.192,147,80.4,21.7,0.0075,,
1.1995,148,81.8,21.7,0.0075,,
1.208,149,83.6,21.7,0.0085,,
1.2165,150,85.4,21.7,0.0075,,
1.225,151,87.3,21.8,0.0075,,
1.2335,152,89.3,21.8,0.0075,,
1.2415,153,91.4,21.8,0.0075,,
1.25,154,93.3,21.8,0.0085,,
1.2575,155,95.6,21.8,0.0075,,
1.266,156,98,21.8,0.0085,,
1.2745,157,100.8,21.8,0.0075,,
1.283,158,103.6,21.8,0.0075,,
1.2915,159,106.5,21.8,0.0075,,
1.3,160,109.5,21.8,0.0075,,
1.3075,161,112.3,21.8,0.0075,,
1.316,162,115.8,21.8,0.0085,,
1.324,163,119.4,21.8,0.0075,,
1.3325,164,124.1,21.8,0.0075,,
1.341,165,128.8,21.8,0.0075,,
1.3495,166,133.5,21.8,0.0075,,
1.357,167,138,21.8,0.0075,,
1.3655,168,143.1,21.8,0.0085,,
1.374,169,147.5,21.8,0.0075,,
1.3825,170,152,21.8,0.0075,,
1.391,171,156.1,21.8,0.0075,,
1.399,172,160.3,21.8,0.0075,,
1.407,173,163.7,21.8,0.008,,
1.415,174,166.9,21.8,0.008,,
1.4235,175,170.1,21.8,0.0075,,
1.432,176,172.9,21.8,0.0075,,
1.4405,177,175.3,21.8,0.0075,,
1.449,178,177,21.8,0.0085,,
1.4565,179,179,21.8,0.0075,,
1.465,180,180.7,21.8,0.0085,,
1.4735,181,182.5,21.8,0.0075,,
1.482,182,184.1,21.8,0.0075,,
1.489,183,185.1,21.8,0.007,,
1.489,423,188.3,21.8,0,,
1.4895,424,188.4,21.8,0.0005,,
1.491,425,188.3,21.8,0.0015,,
1.4935,426,188.3,21.8,0.0025,,
1.4975,427,188.4,21.8,0.0035,,
1.5035,428,188.9,21.8,0.0055,,
1.512,429,189.6,21.8,0.0075,,
1.5195,430,190.5,21.8,0.0075,,
1.528,431,191.6,21.8,0.0085,,
1.5365,432,192.6,21.8,0.0075,,
1.545,433,193.7,21.8,0.0075,,
1.5535,434,194.7,21.8,0.0075,,
1.5615,435,195.8,21.8,0.0075,,
1.5695,436,196.5,21.8,0.008,,
1.5775,437,197.4,21.8,0.008,,
1.586,438,198.3,21.8,0.0075,,
1.5945,439,199.2,21.8,0.0075,,
1.603,440,200,21.8,0.0075,,
1.6115,441,200.7,21.8,0.0085,,
1.619,442,201.4,21.8,0.0075,,
1.6275,443,202.3,21.8,0.0085,,
1.636,444,203.1,21.8,0.0085,,
1.6445,445,203.8,21.8,0.0075,,
1.6525,446,204.5,21.8,0.0075,,
1.661,447,205.2,21.8,0.0075,,
1.6685,448,205.7,21.8,0.0075,,
1.677,449,206.3,21.8,0.0085,,
1.6855,450,207.1,21.8,0.0075,,
1.694,451,207.8,21.8,0.0075,,
1.7025,452,208.3,21.8,0.0075,,
1.711,453,208.9,21.8,0.0075,,
1.7185,454,209.4,21.8,0.0075,,
1.727,455,210,21.8,0.0085,,
1.735,456,210.5,21.8,0.008,,
1.7435,457,211,21.8,0.0075,,
1.752,458,211.6,21.8,0.0075,,
1.7605,459,212,21.8,0.0075,,
1.768,460,212.5,21.8,0.0075,,
1.7765,461,212.8,21.8,0.0085,,
1.785,462,213.3,21.8,0.0085,,
1.7935,463,213.9,21.8,0.0075,,
1.802,464,214.4,21.8,0.0075,,
1.81,465,214.8,21.8,0.0075,,
1.818,466,215.2,21.8,0.008,,
1.826,467,215.8,21.8,0.008,,
1.8345,468,216.1,21.8,0.0085,,
1.843,469,216.5,21.8,0.0075,,
1.8515,470,217,21.8,0.0075,,
1.86,471,217.4,21.8,0.0075,,
1.8675,472,217.8,21.8,0.0075,,
1.876,473,218.2,21.8,0.0085,,
1.8845,474,218.5,21.8,0.0085,,
1.893,475,219,21.8,0.0075,,
1.901,476,219.3,21.8,0.0075,,
1.9095,477,219.7,21.8,0.0075,,
1.917,478,219.9,21.8,0.0075,,
1.9255,479,220.5,21.8,0.0085,,
1.934,480,220.8,21.8,0.0085,,
1.9425,481,221.3,21.8,0.0075,,
1.951,482,221.5,21.8,0.0075,,
1.9595,483,221.9,21.8,0.0075,,
1.967,484,222.1,21.8,0.0075,,
1.9755,485,222.5,21.8,0.0085,,
1.984,486,222.8,21.8,0.0085,,
1.992,487,223.2,21.8,0.0075,,
2.0005,488,223.5,21.8,0.0075,,
2.009,489,223.8,21.8,0.0075,,
2.0165,490,224.1,21.8,0.0075,,
2.025,491,224.5,21.8,0.0085,,
2.0335,492,224.7,21.8,0.0085,,
2.042,493,225,21.8,0.0075,,
2.0505,494,225.4,21.8,0.0075,,
2.059,495,225.6,21.8,0.0075,,
2.0665,496,225.9,21.8,0.0075,,
2.075,497,226.2,21.8,0.0085,,
2.083,498,226.5,21.8,0.008,,
2.0915,499,226.8,21.8,0.0075,,
2.1,500,227,21.8,0.0075,,
2.1085,501,227.4,21.8,0.0075,,
2.117,502,227.6,21.8,0.0085,,
2.1245,503,227.9,21.8,0.0075,,
2.133,504,228.1,21.8,0.0085,,
2.1415,505,228.4,21.8,0.0075,,
2.1495,506,228.7,21.8,0.0075,,
2.158,507,229,21.8,0.0075,,
2.1665,508,229.2,21.8,0.0085,,
2.174,509,229.4,21.8,0.0075,,
2.1825,510,229.6,21.8,0.0085,,
2.191,511,229.9,21.8,0.0075,,
2.1995,512,230.2,21.8,0.0075,,
2.208,513,230.4,21.8,0.0075,,
2.2165,514,230.6,21.8,0.0075,,
2.224,515,230.9,21.8,0.0075,,
2.2325,516,231.1,21.8,0.0085,,
2.2405,517,231.4,21.8,0.008,,
2.249,518,231.7,21.8,0.0075,,
2.2575,519,231.9,21.8,0.0075,,
2.266,520,232.1,21.8,0.0075,,
2.2735,521,232.3,21.8,0.0075,,
2.282,522,232.5,21.8,0.0085,,
2.2905,523,232.7,21.8,0.0085,,
2.299,524,233,21.8,0.0075,,
2.3075,525,233.1,21.8,0.0075,,
2.3155,526,233.4,21.8,0.0075,,
2.3235,527,233.6,21.9,0.008,,
2.3315,528,233.8,21.9,0.008,,
2.34,529,234,21.9,0.0085,,
2.348,530,234.3,21.9,0.0075,,
2.3515,531,234.5,21.8,0.003,,
2.353,532,234.6,21.9,0.0015,,
2.354,533,234.6,21.8,0.001,,
2.3555,534,234.7,21.9,0.0015,,
2.358,535,234.7,21.9,0.0025,,
2.361,536,234.7,21.9,0.0025,,
2.366,537,234.8,21.9,0.0045,,
2.3725,538,234.9,21.9,0.006,,
2.3775,539,235,21.9,0.006,,
2.3775,,235,,,,
,,,,,,
Scope 1/1, Sample 2/6 (RB4-11-Dark),,,,,Volume acc. stat.
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,
0,0,-47.5,22,0.0005,,
0.0005,1,-47.5,22,0.002,,
0.0025,2,-47.5,22,0.0025,,
0.005,3,-47.6,22,0.0035,,
0.009,4,-47.7,22,0.0055,,
0.015,5,-47.6,22,0.0075,,
0.0235,6,-47.2,22,0.0075,,
0.031,7,-46.9,22,0.0085,,
0.0395,8,-46.6,22,0.0085,,
0.048,9,-46,22,0.0075,,
0.0565,10,-45.1,22,0.0075,,
0.065,11,-44.2,22,0.0075,,
0.073,12,-43,22,0.0085,,
0.0815,13,-42.3,22,0.0075,,
0.089,14,-41.2,22,0.0085,,
0.0975,15,-39.7,22,0.0075,,
0.106,16,-38.3,22,0.0075,,
0.1145,17,-36.8,22,0.0075,,
0.123,18,-35.6,22,0.0075,,
0.1315,19,-34,22,0.0075,,
0.139,20,-32.3,22,0.0085,,
0.1475,21,-30.8,22,0.008,,
0.1555,22,-29.3,22,0.0075,,
0.164,23,-27.5,22,0.0075,,
0.1725,24,-26.1,22,0.0075,,
0.181,25,-24.6,22,0.0075,,
0.1885,26,-23.6,22,0.0085,,
0.197,27,-21.9,22,0.0085,,
0.2055,28,-20.6,22,0.0075,,
0.214,29,-19.5,22,0.0075,,
0.2225,30,-18.3,22,0.0075,,
0.2305,31,-17,22.1,0.0085,,
0.239,32,-15.9,22,0.0075,,
0.2465,33,-14.9,22,0.0085,,
0.255,34,-13.7,22.1,0.0075,,
0.2635,35,-12.6,22,0.0075,,
0.272,36,-11.5,22,0.0075,,
0.2805,37,-10.8,22,0.0085,,
0.289,38,-9.7,22,0.0075,,
0.2965,39,-8.7,22.1,0.0085,,
0.305,40,-8,22.1,0.0075,,
0.313,41,-7.1,22.1,0.0075,,
0.3215,42,-6.2,22.1,0.0075,,
0.33,43,-5.3,22.1,0.0075,,
0.3385,44,-4.4,22.1,0.0075,,
0.346,45,-3.3,22.1,0.0085,,
0.3545,46,-2.4,22.1,0.0075,,
0.363,47,-1.6,22.1,0.0075,,
0.3715,48,-0.7,22.1,0.0075,,
0.38,49,0,22.1,0.008,,
0.388,50,0.5,22.1,0.008,,
0.396,51,1,22.1,0.0085,,
0.4045,52,2.1,22.1,0.0075,,
0.4125,53,3.6,22.1,0.0075,,
0.421,54,3.5,22.1,0.0075,,
0.4295,55,4.7,22.1,0.0085,,
0.438,56,5.3,22.1,0.0075,,
0.4455,57,5.7,22.1,0.0085,,
0.454,58,6.6,22.1,0.0075,,
0.4625,59,7.3,22.1,0.0075,,
0.471,60,7.8,22.1,0.0075,,
0.479,61,8.8,22.1,0.0085,,
0.4875,62,9.3,22.1,0.0075,,
0.495,63,10.4,22.1,0.0085,,
0.5035,64,11.5,22.1,0.0075,,
0.512,65,12,22.1,0.0075,,
0.5205,66,13,22.1,0.0075,,
0.529,67,13.7,22.1,0.0085,,
0.5375,68,14.3,22.1,0.0075,,
0.545,69,15.2,22.1,0.0085,,
0.5535,70,15.7,22.1,0.0075,,
0.562,71,16.7,22.1,0.0075,,
0.57,72,17.4,22.1,0.0075,,
0.5785,73,18,22.1,0.0075,,
0.587,74,18.9,22.1,0.0075,,
0.5945,75,19.3,22.1,0.0085,,
0.603,76,20.2,22.1,0.0075,,
0.6115,77,20.9,22.1,0.0075,,
0.62,78,21.5,22.1,0.0075,,
0.6285,79,22.4,22.1,0.0075,,
0.637,80,22.9,22.1,0.0075,,
0.6445,81,23.8,22.1,0.0085,,
0.653,82,24.3,22.1,0.008,,
0.661,83,25.2,22.1,0.0075,,
0.6695,84,25.9,22.1,0.0075,,
0.678,85,26.8,22.1,0.0075,,
0.6865,86,27.4,22.1,0.0075,,
0.694,87,28.1,22.1,0.0085,,
0.7025,88,28.9,22.1,0.0085,,
0.711,89,29.4,22.1,0.0075,,
0.7195,90,30.4,22.1,0.0075,,
0.7275,91,30.9,22.1,0.0075,,
0.736,92,31.8,22.1,0.008,,
0.744,93,32.4,22.1,0.008,,
0.752,94,33.1,22.1,0.0085,,
0.7605,95,34,22.1,0.0075,,
0.769,96,34.5,22.1,0.0075,,
0.7775,97,35.4,22.1,0.0075,,
0.786,98,36.2,22.1,0.0075,,
0.7935,99,36.7,22.1,0.0085,,
0.802,100,37.6,22.1,0.0085,,
0.8105,101,38.4,22.1,0.0075,,
0.819,102,38.9,22.1,0.0075,,
0.827,103,39.7,22.1,0.0075,,
0.8355,104,40.6,22.1,0.0075,,
0.843,105,41,22.1,0.0085,,
0.8515,106,41.9,22.1,0.0085,,
0.86,107,42.7,22.1,0.0075,,
0.8685,108,43.2,22.1,0.0075,,
0.877,109,44.2,22.1,0.0075,,
0.8855,110,44.9,22.1,0.0075,,
0.893,111,45.4,22.1,0.0085,,
0.9015,112,46.3,22.1,0.0085,,
0.91,113,47.1,22.1,0.0075,,
0.918,114,47.6,22.1,0.0075,,
0.9265,115,48.6,22.1,0.0075,,
0.935,116,49.4,22.1,0.0075,,
0.9425,117,50.1,22.1,0.0085,,
0.951,118,50.8,22.1,0.0085,,
0.9595,119,51.5,22.1,0.0075,,
0.968,120,52.4,22.1,0.0075,,
0.9765,121,53,22.1,0.0075,,
0.985,122,53.8,22.1,0.0075,,
0.9925,123,54.8,22.1,0.0085,,
1.001,124,55.2,22.1,0.008,,
1.009,125,56.3,22.1,0.0075,,
1.0175,126,56.9,22.1,0.0075,,
1.026,127,57.8,22.1,0.0075,,
1.0345,128,58.8,22.1,0.0075,,
1.042,129,59.3,22.1,0.0085,,
1.0505,130,60.3,22.1,0.0085,,
1.059,131,61.2,22.1,0.0075,,
1.0675,132,61.8,22.1,0.0075,,
1.0755,133,62.9,22.1,0.0075,,
1.084,134,63.7,22.1,0.008,,
1.092,135,64.4,22.1,0.008,,
1.1,136,65.4,22.1,0.0085,,
1.1085,137,66,22.1,0.0075,,
1.117,138,67.1,22.1,0.0075,,
1.1255,139,68,22.1,0.0075,,
1.134,140,68.8,22.1,0.0085,,
1.1425,141,69.7,22.1,0.0075,,
1.15,142,70.7,22.1,0.0085,,
1.1585,143,71.6,22.1,0.008,,
1.1665,144,72.5,22.1,0.0075,,
1.175,145,73.6,22.1,0.0075,,
1.1835,146,74.4,22.1,0.0075,,
1.192,147,75.5,22.1,0.0075,,
1.1995,148,76.3,22.1,0.0085,,
1.208,149,77.5,22.1,0.0085,,
1.2165,150,78.5,22.1,0.0075,,
1.225,151,79.7,22.1,0.0075,,
1.233,152,80.9,22.1,0.0075,,
1.2415,153,81.9,22.1,0.008,,
1.2495,154,83.2,22.1,0.008,,
1.2575,155,84.1,22.1,0.0075,,
1.266,156,85.7,22.1,0.0075,,
1.2745,157,87.1,22.1,0.0075,,
1.283,158,88.4,22.1,0.0075,,
1.2915,159,89.8,22.1,0.0075,,
1.299,160,91.1,22.1,0.0085,,
1.3075,161,92.7,22.1,0.0085,,
1.316,162,94,22.1,0.0075,,
1.324,163,95.9,22.1,0.0075,,
1.3325,164,97.3,22.1,0.0075,,
1.341,165,99.2,22.1,0.0075,,
1.3485,166,100.8,22.1,0.0085,,
1.357,167,102.7,22.1,0.0085,,
1.3655,168,105,22.1,0.0075,,
1.374,169,107,22.1,0.0075,,
1.3825,170,109.8,22.1,0.0075,,
1.391,171,112.5,22.1,0.0075,,
1.3985,172,115.2,22.1,0.0085,,
1.407,173,117.9,22.1,0.0085,,
1.4155,174,121.3,22.1,0.0075,,
1.4235,175,124.7,22.1,0.0075,,
1.432,176,128.5,22.1,0.0075,,
1.4405,177,132.4,22.1,0.0075,,
1.448,178,135.6,22.1,0.0085,,
1.4565,179,140.1,22.1,0.0085,,
1.465,180,144.4,22.1,0.0075,,
1.4735,181,148.9,22.1,0.0075,,
1.482,182,152.2,22.1,0.0075,,
1.4905,183,156.4,22.1,0.0075,,
1.498,184,159.6,22.1,0.0085,,
1.5065,185,163.4,22.1,0.008,,
1.5145,186,165.8,22.1,0.0075,,
1.523,187,169.1,22.1,0.0075,,
1.5315,188,171.5,22.1,0.0075,,
1.54,189,174.2,22.1,0.0075,,
1.5475,190,176,22.1,0.0085,,
1.556,191,178.4,22.1,0.0075,,
1.5645,192,179.8,22.1,0.0075,,
1.573,193,181.8,22.1,0.0075,,
1.5815,194,183.2,22.1,0.0075,,
1.5915,195,185.1,22.1,0,,
1.5915,435,188.5,22.1,0.0005,,
1.592,436,188.2,22.1,0.001,,
1.5935,437,188.3,22.1,0.002,,
1.596,438,188.5,22.1,0.003,,
1.6,439,188.3,22.1,0.0045,,
1.606,440,188.9,22.1,0.0065,,
1.6145,441,189.3,22.1,0.006,,
1.622,442,190.4,22.1,0.0065,,
1.6305,443,191.7,22.1,0.006,,
1.639,444,192.5,22.1,0.006,,
1.6475,445,193.8,22.1,0.006,,
1.656,446,195,22.1,0.006,,
1.664,447,195.7,22.1,0.006,,
1.672,448,196.7,22.1,0.006,,
1.68,449,197.6,22.1,0.006,,
1.6885,450,198.5,22.1,0.006,,
1.697,451,199.4,22.1,0.006,,
1.7055,452,199.9,22.1,0.006,,
1.713,453,200.7,22.1,0.0065,,
1.7215,454,201.7,22.1,0.0065,,
1.73,455,202.3,22.1,0.006,,
1.7385,456,203.3,22.1,0.006,,
1.747,457,203.8,22.1,0.006,,
1.7555,458,204.6,22.1,0.006,,
1.763,459,205.3,22.1,0.0065,,
1.7715,460,205.8,22.1,0.006,,
1.7795,461,206.6,22.1,0.006,,
1.788,462,207,22.1,0.006,,
1.7965,463,207.7,22.1,0.006,,
1.805,464,208.4,22.1,0.0065,,
1.8135,465,208.9,22.1,0.006,,
1.821,466,209.7,22.1,0.0065,,
1.8295,467,209.8,22.1,0.006,,
1.838,468,210.6,22.1,0.0055,,
1.846,469,211.2,22.1,0.006,,
1.8545,470,211.8,22.1,0.0065,,
1.863,471,211.7,22.1,0.006,,
1.8705,472,212.4,22.1,0.0065,,
1.879,473,213.3,22.1,0.006,,
1.8875,474,213.6,22.1,0.006,,
1.896,475,214.4,22.1,0.006,,
1.9045,476,214.8,22.1,0.0065,,
1.913,477,215.3,22.1,0.006,,
1.9205,478,215.2,22.1,0.0065,,
1.929,479,216.2,22.1,0.0055,,
1.937,480,216.2,22.1,0.006,,
1.9455,481,216.8,22.1,0.006,,
1.954,482,217.1,22.1,0.006,,
1.9625,483,217.8,22.1,0.006,,
1.97,484,218.1,22.1,0.0065,,
1.9785,485,218.6,22.1,0.0065,,
1.987,486,218.9,22.1,0.006,,
1.9955,487,219.3,22.1,0.006,,
2.004,488,219.5,22.1,0.006,,
2.012,489,220.1,22.1,0.006,,
2.02,490,220.5,22.1,0.006,,
2.028,491,220.6,22.1,0.0065,,
2.0365,492,221.1,22.1,0.006,,
2.045,493,221.4,22.1,0.006,,
2.0535,494,221.8,22.2,0.006,,
2.062,495,222.3,22.1,0.006,,
2.0695,496,222.3,22.1,0.0065,,
2.078,497,222.8,22.2,0.0065,,
2.0865,498,223.3,22.2,0.006,,
2.095,499,223.4,22.2,0.0055,,
2.103,500,223.9,22.1,0.006,,
2.1115,501,224.2,22.2,0.006,,
2.119,502,224.3,22.2,0.0065,,
2.1275,503,224.8,22.2,0.006,,
2.136,504,225.2,22.1,0.006,,
2.1445,505,225.2,22.2,0.006,,
2.153,506,225.7,22.2,0.0065,,
2.1615,507,226,22.2,0.006,,
2.169,508,226.1,22.2,0.0065,,
2.1775,509,226.6,22.2,0.006,,
2.186,510,226.7,22.2,0.0055,,
2.194,511,227.1,22.2,0.006,,
2.2025,512,227.5,22.2,0.0065,,
2.211,513,227.6,22.2,0.006,,
2.2185,514,228,22.2,0.0065,,
2.227,515,228.4,22.2,0.0065,,
2.2355,516,228.4,22.2,0.006,,
2.244,517,228.8,22.2,0.006,,
2.2525,518,229,22.2,0.0065,,
2.261,519,229.3,22.2,0.006,,
2.2685,520,229.6,22.2,0.0065,,
2.277,521,229.6,22.2,0.006,,
2.285,522,230.1,22.2,0.006,,
2.2935,523,230.2,22.2,0.006,,
2.302,524,230.7,22.2,0.006,,
2.3105,525,230.9,22.2,0.006,,
2.318,526,230.9,22.2,0.0065,,
2.3265,527,231.4,22.2,0.0065,,
2.335,528,231.3,22.2,0.006,,
2.3435,529,231.8,22.2,0.0055,,
2.3515,530,231.9,22.2,0.006,,
2.36,531,232.2,22.2,0.006,,
2.3675,532,232.5,22.2,0.0065,,
2.376,533,232.6,22.2,0.0065,,
2.3845,534,233,22.2,0.006,,
2.392,535,233,22.2,0.0055,,
2.4,536,233.4,22.2,0.0055,,
2.408,537,233.3,22.2,0.0055,,
2.416,538,233.8,22.2,0.002,,
2.4185,539,234,22.2,0.0015,,
2.4205,540,233.9,22.2,0.001,,
2.4215,541,234.1,22.2,0.0005,,
2.422,542,234,22.2,0,,
2.422,543,234.3,22.2,0.0015,,
2.424,544,234.3,22.2,0.0005,,
2.4245,545,234.2,22.2,0,,
2.4245,546,234.4,22.2,0.0005,,
2.425,547,234.1,22.2,0.0005,,
2.4255,548,234.3,22.2,0.0005,,
2.426,549,234.3,22.2,0.0005,,
2.4265,550,234.3,22.2,0,,
2.4265,551,234.4,22.2,0.0005,,
2.427,552,234.2,22.2,0,,
2.427,553,234.4,22.2,0.0005,,
2.4275,554,234.2,22.2,0.0005,,
2.428,555,234.3,22.2,0.0005,,
2.4285,556,234.3,22.2,0.0005,,
2.429,557,234.2,22.2,0,,
2.429,558,234.3,22.2,0.0005,,
2.4295,559,234.4,22.2,0,,
2.4295,560,234.5,22.2,0.0005,,
2.43,561,234.2,22.2,0.0005,,
2.4305,562,234.4,22.2,0.001,,
2.4315,563,234.3,22.2,0.0005,,
2.432,564,234.4,22.2,0.0005,,
2.4325,565,234.6,22.2,0.0005,,
2.4335,566,234.3,22.2,0.0005,,
2.434,567,234.5,22.2,0.0005,,
2.435,568,234.7,22.2,0.0005,,
2.4355,569,234.4,22.2,0.0005,,
2.436,570,234.6,22.2,0.001,,
2.437,571,234.4,22.2,0.0005,,
2.4375,572,234.7,22.2,0.001,,
2.439,573,234.7,22.2,0.0005,,
2.4395,574,234.5,22.2,0.001,,
2.4405,575,234.7,22.2,0.001,,
2.4415,576,234.5,22.2,0.0005,,
2.442,577,234.8,22.2,0.001,,
2.4435,578,234.6,22.2,0.0005,,
2.4445,579,234.6,22.2,0.0005,,
2.4455,580,234.9,22.2,0.001,,
2.4465,581,234.7,22.2,0.0005,,
2.447,582,234.9,22.2,0.001,,
2.448,583,234.7,22.2,0.0005,,
2.449,584,234.9,22.2,0.0005,,
2.45,585,235,22.2,0.0005,,
2.4505,586,234.7,22.2,0.001,,
2.4515,587,235,22.2,,,
2.4515,,235,,,,
,,,,,,
Scope 1/1, Sample 3/6 (RB3-11-Dark),,,,,
