Table of Measured Values,,,,,,
Task,T634,,,,,
Scope 1/1, Sample 1/6 (Junk),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
2.376,533,232.5,22.3,0.0065,,
2.3835,534,232.8,22.3,0.006,,
2.392,535,233.1,22.3,0.007,,
2.4,536,233,22.3,0.0065,,
2.408,537,233.2,22.3,0.006,,
2.416,538,233.4,22.3,0.006,,
2.4235,539,233.7,22.3,0.006,,
2.4255,540,234.1,22.3,0.0015,,
2.4265,541,234.1,22.3,0.001,,
2.4275,542,234,22.3,0.001,,
2.428,543,234,22.3,0.0005,,
2.429,544,234.3,22.3,0.001,,
2.4295,545,234.3,22.3,0.0005,,
2.43,546,234.4,22.3,0.0005,,
2.431,547,234.3,22.3,0.001,,
2.432,548,234.2,22.3,0.001,,
2.4325,549,234.2,22.3,0.0005,,
2.433,550,234.3,22.3,0.0005,,
2.434,551,234.5,22.3,0.001,,
2.4345,552,234.5,22.3,0.0005,,
2.4355,553,234.4,22.3,0.001,,
2.4355,554,234.3,22.3,0,,
2.436,555,234.2,22.3,0.0005,,
2.4365,556,234.3,22.3,0.0005,,
2.4375,557,234.6,22.3,0.001,,
2.438,558,234.6,22.3,0.0005,,
2.4385,559,234.6,22.3,0.0005,,
2.439,560,234.4,22.3,0.0005,,
2.4395,561,234.3,22.3,0.0005,,
2.44,562,234.4,22.3,0.0005,,
2.441,563,234.5,22.3,0.001,,
2.442,564,234.7,22.3,0.001,,
2.4425,565,234.7,22.3,0.0005,,
2.4435,566,234.6,22.3,0.001,,
2.444,567,234.4,22.3,0.0005,,
2.445,568,234.5,22.3,0.001,,
2.446,569,234.6,22.3,0.001,,
2.447,570,234.8,22.3,0.001,,
2.4475,571,234.8,22.3,0.0005,,
2.448,572,234.8,22.3,0.0005,,
2.449,573,234.6,22.3,0.001,,
2.4495,574,234.5,22.3,0.0005,,
2.4505,575,234.7,22.3,0.001,,
2.4515,576,234.9,22.3,0.001,,
2.452,577,234.9,22.3,0.0005,,
2.453,578,234.8,22.3,0.001,,
2.4535,578,235,22.3,0.001,,
2.4535,,235,,,EP,
,,,,,,
Scope 1/1, Sample 6/6 (OF4-11-Dark),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,
0,0,-32.9,22.2,NaN,,
0.0005,1,-33,22.2,0.0005,,
0.0025,2,-33.1,22.2,0.002,,
0.005,3,-33.1,22.2,0.0025,,
0.009,4,-33.1,22.2,0.0035,,
0.015,5,-33.2,22.2,0.0055,,
0.0235,6,-32.9,22.2,0.0075,,
0.031,7,-32.7,22.2,0.0075,,
0.0395,8,-32.2,22.2,0.0085,,
0.048,9,-31.6,22.2,0.0085,,
0.0565,10,-30.8,22.2,0.0075,,
0.065,11,-29.8,22.2,0.0075,,
0.0735,12,-28.7,22.2,0.0075,,
0.082,13,-27.7,22.2,0.0085,,
0.0895,14,-26.5,22.2,0.0075,,
0.098,15,-25.2,22.2,0.0085,,
0.106,16,-24,22.2,0.0075,,
0.1145,17,-22.7,22.2,0.0075,,
0.123,18,-21.6,22.2,0.0075,,
0.1315,19,-20.6,22.2,0.0085,,
0.139,20,-19.4,22.2,0.0075,,
0.1475,21,-18.2,22.2,0.0085,,
0.156,22,-17.1,22.2,0.0075,,
0.1645,23,-16,22.2,0.0075,,
0.1725,24,-14.9,22.2,0.0075,,
0.181,25,-13.8,22.2,0.0075,,
0.1885,26,-12.8,22.2,0.0075,,
0.197,27,-11.9,22.2,0.0085,,
0.2055,28,-10.9,22.2,0.0075,,
0.214,29,-10,22.2,0.0075,,
0.2225,30,-9.2,22.2,0.0075,,
0.231,31,-8.2,22.2,0.0075,,
0.2385,32,-7.5,22.2,0.0075,,
0.247,33,-6.7,22.2,0.0085,,
0.2555,34,-5.9,22.2,0.0075,,
0.2635,35,-5.1,22.2,0.0075,,
0.272,36,-4.1,22.2,0.0075,,
0.2805,37,-3.3,22.2,0.0075,,
0.288,38,-2.5,22.2,0.0075,,
0.2965,39,-1.7,22.2,0.0085,,
0.305,40,-0.7,22.2,0.0075,,
0.3135,41,0.1,22.2,0.0075,,
0.322,42,0.1,22.2,0.0075,,
0.3305,43,0.9,22.2,0.0075,,
0.338,44,1.6,22.2,0.0075,,
0.3465,45,2.5,22.2,0.0085,,
0.3545,46,3.6,22.2,0.0075,,
0.363,47,4,22.2,0.0075,,
0.3715,48,4.7,22.2,0.0075,,
0.38,49,5.4,22.2,0.0075,,
0.3875,50,5.9,22.2,0.0075,,
0.396,51,6.5,22.2,0.0085,,
0.4045,52,7,22.2,0.0075,,
0.413,53,7.8,22.2,0.0075,,
0.4215,54,8.5,22.2,0.0075,,
0.4295,55,9.3,22.2,0.0075,,
0.4375,56,9.9,22.2,0.008,,
0.446,57,10.9,22.2,0.0085,,
0.454,58,11.6,22.2,0.0075,,
0.4625,59,12.3,22.2,0.0075,,
0.471,60,13,22.2,0.0075,,
0.4795,61,13.8,22.2,0.0075,,
0.487,62,14.4,22.2,0.0075,,
0.4955,63,15.1,22.2,0.0085,,
0.504,64,15.9,22.2,0.0075,,
0.5125,65,16.5,22.2,0.0075,,
0.5205,66,17.2,22.2,0.0075,,
0.529,67,17.9,22.2,0.0075,,
0.5365,68,18.5,22.2,0.0075,,
0.545,69,19.2,22.2,0.0085,,
0.5535,70,19.8,22.2,0.0075,,
0.562,71,20.5,22.2,0.0075,,
0.5705,72,21.1,22.2,0.0075,,
0.579,73,21.9,22.2,0.0075,,
0.5865,74,22.5,22.2,0.0075,,
0.595,75,23.1,22.2,0.0085,,
0.6035,76,23.9,22.2,0.0085,,
0.6115,77,24.5,22.2,0.0075,,
0.62,78,25.2,22.2,0.0075,,
0.6285,79,25.9,22.2,0.0075,,
0.637,80,26.6,22.2,0.0085,,
0.6445,81,27.2,22.2,0.0075,,
0.653,82,27.9,22.2,0.0085,,
0.6615,83,28.6,22.2,0.0075,,
0.67,84,29.2,22.2,0.0075,,
0.6785,85,30,22.2,0.0075,,
0.6865,86,30.5,22.2,0.008,,
0.6945,87,31.1,22.2,0.008,,
0.7025,88,31.8,22.2,0.008,,
0.711,89,32.5,22.2,0.0075,,
0.7195,90,33.2,22.2,0.0075,,
0.728,91,33.9,22.2,0.0075,,
0.7365,92,34.6,22.2,0.0075,,
0.744,93,35.3,22.2,0.0075,,
0.7525,94,36,22.2,0.0085,,
0.761,95,36.6,22.2,0.0075,,
0.769,96,37.3,22.2,0.0075,,
0.7775,97,38,22.2,0.0075,,
0.786,98,38.7,22.2,0.0075,,
0.7935,99,39.3,22.2,0.0075,,
0.802,100,39.9,22.2,0.0085,,
0.8105,101,40.6,22.2,0.0075,,
0.819,102,41.3,22.2,0.0075,,
0.8275,103,42,22.2,0.0075,,
0.836,104,42.7,22.2,0.0075,,
0.8435,105,43.3,22.2,0.0075,,
0.852,106,44.1,22.2,0.0085,,
0.86,107,44.8,22.2,0.0075,,
0.8685,108,45.4,22.2,0.0075,,
0.877,109,46.1,22.2,0.0075,,
0.8855,110,46.9,22.2,0.0075,,
0.893,111,47.5,22.2,0.0075,,
0.9015,112,48.2,22.2,0.0085,,
0.91,113,48.9,22.2,0.0075,,
0.9185,114,49.6,22.2,0.0075,,
0.9265,115,50.3,22.2,0.0075,,
0.935,116,51.1,22.2,0.0075,,
0.9425,117,51.7,22.2,0.0075,,
0.951,118,52.5,22.2,0.0085,,
0.9595,119,53.3,22.2,0.0075,,
0.968,120,54,22.2,0.0075,,
0.9765,121,54.6,22.2,0.0075,,
0.985,122,55.4,22.2,0.0075,,
0.9935,123,56,22.2,0.0085,,
1.001,124,56.9,22.2,0.0075,,
1.0095,125,57.6,22.2,0.0085,,
1.0175,126,58.3,22.2,0.0075,,
1.026,127,59.1,22.2,0.0075,,
1.0345,128,60,22.2,0.0075,,
1.043,129,60.7,22.2,0.0085,,
1.0505,130,61.5,22.2,0.0075,,
1.059,131,62.2,22.2,0.0085,,
1.0675,132,63,22.2,0.0075,,
1.076,133,63.8,22.2,0.0075,,
1.084,134,64.7,22.2,0.0075,,
1.0925,135,65.5,22.2,0.0075,,
1.1005,136,66.1,22.2,0.008,,
1.1085,137,67,22.2,0.008,,
1.117,138,67.8,22.2,0.0075,,
1.1255,139,68.7,22.2,0.0075,,
1.134,140,69.5,22.2,0.0075,,
1.1425,141,70.3,22.2,0.0075,,
1.15,142,71.2,22.2,0.0075,,
1.1585,143,72,22.2,0.0085,,
1.167,144,73,22.2,0.0075,,
1.1755,145,74,22.2,0.0075,,
1.1835,146,74.8,22.2,0.0075,,
1.192,147,75.8,22.2,0.0075,,
1.1995,148,76.6,22.2,0.0075,,
1.208,149,77.7,22.2,0.0085,,
1.2165,150,78.7,22.2,0.0075,,
1.225,151,79.8,22.2,0.0075,,
1.2335,152,80.8,22.2,0.0075,,
1.242,153,81.7,22.2,0.0075,,
1.2495,154,82.8,22.2,0.0075,,
1.258,155,83.9,22.2,0.0085,,
1.266,156,85.1,22.2,0.0075,,
1.2745,157,86.2,22.2,0.0075,,
1.283,158,87.4,22.2,0.0075,,
1.2915,159,88.6,22.2,0.0075,,
1.299,160,89.8,22.2,0.0075,,
1.3075,161,91.3,22.2,0.0085,,
1.316,162,92.7,22.2,0.0075,,
1.3245,163,94.1,22.2,0.0075,,
1.333,164,95.7,22.2,0.0075,,
1.341,165,97.3,22.2,0.0075,,
1.3495,166,98.8,22.2,0.0085,,
1.357,167,100.5,22.2,0.0075,,
1.3655,168,102.3,22.2,0.0075,,
1.374,169,104.3,22.2,0.0075,,
1.3825,170,106.3,22.2,0.0075,,
1.391,171,108.2,22.2,0.0075,,
1.3985,172,110.1,22.2,0.0075,,
1.407,173,112.3,22.2,0.0085,,
1.4155,174,114.9,22.2,0.0075,,
1.424,175,117.9,22.2,0.0075,,
1.4325,176,120.9,22.2,0.0075,,
1.4405,177,124.3,22.2,0.0075,,
1.4485,178,127.5,22.2,0.008,,
1.4565,179,130.9,22.2,0.008,,
1.465,180,135.1,22.2,0.0075,,
1.4735,181,139.3,22.2,0.0075,,
1.482,182,143.3,22.2,0.0075,,
1.4905,183,147.4,22.2,0.0075,,
1.498,184,151.1,22.2,0.0075,,
1.5065,185,154.8,22.2,0.0085,,
1.515,186,158.6,22.2,0.0075,,
1.5235,187,162,22.2,0.0075,,
1.5315,188,164.9,22.2,0.0075,,
1.54,189,167.6,22.2,0.0075,,
1.5475,190,170.5,22.2,0.0075,,
1.556,191,173.1,22.2,0.0085,,
1.5645,192,175,22.2,0.0075,,
1.573,193,177.1,22.2,0.0075,,
1.5815,194,179,22.2,0.0075,,
1.59,195,180.9,22.2,0.0075,,
1.5975,196,182.4,22.2,0.0075,,
1.606,197,184.2,22.2,0.0085,,
1.612,198,185.1,22.2,0.0075,,
1.612,438,188.5,22.3,0,,
1.6125,439,188.5,22.3,0.0005,,
1.614,440,188.5,22.3,0.0015,,
1.6165,441,188.5,22.3,0.003,,
1.6205,442,188.6,22.3,0.004,,
1.6265,443,189,22.3,0.006,,
1.635,444,189.7,22.3,0.0085,,
1.6425,445,190.5,22.3,0.0085,,
1.651,446,191.6,22.3,0.0095,,
1.6595,447,192.6,22.3,0.0095,,
1.668,448,193.5,22.3,0.0085,,
1.676,449,194.6,22.3,0.008,,
1.6845,450,195.7,22.3,0.0085,,
1.692,451,196.5,22.3,0.0085,,
1.7005,452,197.5,22.3,0.0095,,
1.709,453,198.3,22.3,0.0095,,
1.7175,454,199.3,22.3,0.0085,,
1.726,455,200.1,22.3,0.0085,,
1.7345,456,201,22.3,0.0085,,
1.7425,457,201.6,22.3,0.009,,
1.7505,458,202.6,22.3,0.009,,
1.7585,459,203.2,22.3,0.009,,
1.767,460,203.8,22.3,0.0085,,
1.7755,461,204.5,22.3,0.0085,,
1.784,462,205.2,22.3,0.0085,,
1.7915,463,205.7,22.3,0.0085,,
1.8,464,206.4,22.3,0.0095,,
1.8085,465,207,22.3,0.0095,,
1.817,466,207.7,22.3,0.0085,,
1.8255,467,208.4,22.3,0.0085,,
1.834,468,208.9,22.3,0.0085,,
1.842,469,209.5,22.3,0.009,,
1.85,470,210,22.3,0.009,,
1.858,471,210.6,22.3,0.009,,
1.8665,472,211.2,22.3,0.0085,,
1.875,473,211.6,22.3,0.0085,,
1.8835,474,212.1,22.3,0.0085,,
1.891,475,212.6,22.3,0.0085,,
1.8995,476,213.1,22.3,0.0095,,
1.908,477,213.6,22.3,0.0095,,
1.9165,478,214.1,22.3,0.0085,,
1.925,479,214.7,22.3,0.0085,,
1.933,480,214.9,22.3,0.008,,
1.941,481,215.4,22.3,0.009,,
1.949,482,215.8,22.3,0.009,,
1.9575,483,216.3,22.3,0.0095,,
1.966,484,216.7,22.3,0.0085,,
1.9745,485,217.1,22.3,0.0085,,
1.983,486,217.4,22.3,0.0085,,
1.9905,487,217.9,22.3,0.0085,,
1.999,488,218.4,22.3,0.0095,,
2.0075,489,218.7,22.3,0.0095,,
2.016,490,219.1,22.3,0.0085,,
2.024,491,219.6,22.3,0.008,,
2.0325,492,219.9,22.3,0.0085,,
2.041,493,220.2,22.3,0.0095,,
2.0485,494,220.6,22.3,0.0085,,
2.057,495,221,22.3,0.0095,,
2.0655,496,221.4,22.3,0.0085,,
2.074,497,221.6,22.3,0.0085,,
2.0825,498,222,22.3,0.0085,,
2.091,499,222.3,22.3,0.0095,,
2.0985,500,222.8,22.3,0.0085,,
2.107,501,223,22.3,0.0095,,
2.115,502,223.5,22.3,0.008,,
2.1235,503,223.7,22.3,0.0085,,
2.132,504,224,22.3,0.0085,,
2.1405,505,224.3,22.3,0.0095,,
2.148,506,224.6,22.3,0.0085,,
2.1565,507,225,22.3,0.0095,,
2.165,508,225.3,22.3,0.0085,,
2.1735,509,225.5,22.3,0.0085,,
2.1815,510,225.8,22.3,0.008,,
2.19,511,226.1,22.3,0.0095,,
2.198,512,226.4,22.3,0.009,,
2.206,513,226.7,22.3,0.009,,
2.2145,514,227,22.3,0.0085,,
2.223,515,227.3,22.3,0.0085,,
2.2315,516,227.6,22.3,0.0085,,
2.24,517,227.8,22.3,0.0095,,
2.2475,518,228.1,22.3,0.0085,,
2.256,519,228.3,22.3,0.0095,,
2.2645,520,228.6,22.3,0.0085,,
2.273,521,228.9,22.3,0.0085,,
2.281,522,229.2,22.3,0.008,,
2.2895,523,229.4,22.3,0.0095,,
2.297,524,229.6,22.3,0.0085,,
2.3055,525,229.9,22.3,0.0095,,
2.314,526,230.2,22.3,0.0085,,
2.3225,527,230.4,22.3,0.0085,,
2.331,528,230.7,22.3,0.0085,,
2.3395,529,231,22.3,0.0085,,
2.347,530,231.2,22.3,0.0085,,
2.3555,531,231.4,22.3,0.0095,,
2.364,532,231.6,22.3,0.0095,,
2.372,533,231.8,22.3,0.008,,
2.3805,534,232.1,22.3,0.0085,,
2.389,535,232.4,22.3,0.0085,,
2.3965,536,232.5,22.3,0.0085,,
2.405,537,232.8,22.3,0.0095,,
2.4135,538,233,22.3,0.0085,,
2.422,539,233.3,22.3,0.0085,,
2.4305,540,233.4,22.3,0.0085,,
2.439,541,233.7,22.3,0.0095,,
2.4465,542,233.9,22.3,0.0085,,
2.4545,543,234.1,22.3,0.009,,
2.462,544,234.3,22.3,0.0075,,
2.468,545,234.6,22.3,0.006,,
2.469,546,234.6,22.3,0.001,,
2.469,547,234.7,22.3,0,,
2.4695,548,234.8,22.3,0.0005,,
2.4715,549,234.8,22.3,0.002,,
2.4735,550,234.8,22.3,0.002,,
2.477,551,234.9,22.3,0.0035,,
2.482,552,235,22.3,0.005,,
2.482,,235,,,EP,
2.4865,553,235,22.3,0.0065,,
