"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2234.17550382346,59.9889,1,2234.17550382346
"junk2",2217.43109909107,60.2438,2,2216.1647192515
"D_14_1_BC",2121.54285534124,59.8877,3,2119.12100276665
"D_14_2_BC",2125.42571588718,59.9813,4,2121.78836440534
"D_14_3_BC",2168.85412593607,60.1072,5,2163.90805039231
"D_14_4_BC",2190.6464859741,60.0054,6,2184.4053278944
"D_14_5_BC",2170.33616275562,60.0013,7,2162.92043554802
"N_14_1_BC",1992.64799999424,59.9621,8,1984.70916334087
"N_14_2_BC",2059.95613558595,60.2515,9,2050.58204623175
"N_14_3_BC",2101.97961704308,59.9211,10,2091.22474691608
"N_14_4_BC",2138.04140767479,59.8656,11,2125.89344513119
"D_14_1_AI",2153.15940447491,60.2114,12,2139.70980001766
"D_14_2_AI",2151.80485856358,59.9264,13,2137.15011491843
"D_14_3_AI",2197.35040591856,59.8949,14,2181.14759521128
"D_14_4_AI",2152.2920497495,59.8143,15,2135.21036681498
"N_14_1_AI",2084.75485593354,60.1572,16,2067.03739256866
"N_14_2_AI",2133.09553070206,59.955,17,2113.76963687917
"N_14_3_AI",2198.56618664221,60.0336,18,2177.41416334119
"N_14_4_AI",2317.51092533039,60.0755,19,2293.91635708608
