"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk",2355.84944090847,60.0156,1,2355.84944090847
"TNK-2",2495.24113690739,60.274,2,2493.81609913646
"TNK-3",2457.24596851574,60.3499,3,2454.44089320922
"TNK-4",2506.86366292213,60.271,4,2502.57353685895
"TNK-5",2455.27264560681,60.027,5,2449.67339213906
"TNK-6",2446.67043992781,60.3763,6,2439.69986887389
"TNK-7",2458.15253517755,60.2732,7,2449.75338072934
"TNK-8",2446.7281204254,60.1965,8,2436.98019962689
"TNK-9",2451.27641769483,60.1678,9,2440.12157620361
"TNK-10",2445.80906477528,60.3677,10,2433.29497632561
"TNK-11",2455.20146998725,60.3026,11,2441.25146163505
"TNK-12",2454.74029958426,60.1365,12,2439.4068848793
"TNK-13",2455.90236756156,60.3982,13,2439.17658526261
"TNK-14",2469.86585880846,60.4454,14,2451.65357510766
"TNK-15",2465.15285146374,59.9719,15,2445.5881462934
"TNK-16",2459.57292357474,59.9896,16,2438.67003753869
"TNK-18",2457.06100018823,60.3513,17,2434.79997187395
"TNK-SUMP",2473.70771917376,59.9834,18,2449.90860699156
"CRM",2254.7138279741,60.2284,19,2231.75859669382
