SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2027.300802,59.5432,1,2027.300802
junk2,2012.565668,60.1412,2,2011.416287
Lake_TET2_08132021_RF,2525.738446,59.8926,3,2522.855183
V_Well1_08052021_RF,5407.797168,60.0816,4,5398.542523
V_Well2_08052021_RF,5389.841197,60.0125,5,5377.549655
V_Well3_08052021_RF,5393.302287,60.2718,6,5377.936753
C_Roadside_Endmember_06112021_RF,1680.743222,60.4132,7,1675.000363
C_Inland_Endmember_06112021_RF,1599.498681,60.1673,8,1593.126176
C_Spring_Filtered_Land_08092021_RF,1750.240169,59.7283,9,1742.275481
C_Spring_Land_08092021,1755.18013,60.434,10,1746.199674
C_Seep_Bottle_20210809,2130.807577,60.5229,11,2118.700716
CRM,2267.177475,60.6766,12,2253.015662
