SampleID,TA,Mass,Sample.Index,TA_evap
Junk1,2253.188567,60.1744,1,2253.188567
HI_261,2337.053185,60.0235,2,2335.718489
HI_262,2384.700557,59.5714,3,2381.978296
HI_263,3322.505211,59.5587,4,3316.819235
HI_264,2279.495766,59.7957,5,2274.297372
HI_265,2327.254476,59.6609,6,2320.624121
HI_266,2174.760163,59.7462,7,2167.32932
HI_267,1826.745952,59.9831,8,1819.46808
HI_268,2280.443826,60.0022,9,2270.06638
HI_269,2317.728554,59.6905,10,2305.869795
HI_162,2392.940229,60.0049,11,2379.343978
HI_134,2280.136556,59.801,12,2265.893795
HI_137,2274.123408,60.4027,13,2258.635621
HI_140,2282.695269,59.5914,14,2265.863143
HI_141,2284.613991,59.655,15,2266.482134
HI_142,2275.60534,59.7342,16,2256.265918
HI_143,2277.028328,59.6151,17,2256.3984
HI_145,2275.944797,59.766,18,2254.048328
HI_169B,2272.782908,59.8388,19,2249.643716
HI_155B,2273.808393,60.294,20,2249.386483
HI_161B,2286.095029,60.0105,21,2260.263447
