"SampleID","TA","Mass","Sample.Index","TA_evap"
"C18_HD_20210809",2358.18636348211,59.7868,1,2358.18636348211
"C01_HD_20210809",2327.81624817296,59.868,2,2326.48682712889
"C09_HD_20210809",2342.30823277601,59.9355,3,2339.63436493038
"V02_HD_20210805",2357.51161645962,60.2261,4,2353.47708431508
"V13_HD_20210805",2358.54265048706,59.9775,5,2353.16398993862
"V16_HD_20210805",2370.74236404472,60.2906,6,2363.9881122953
"V09_HD_20210805",2356.7641099582,59.7785,7,2348.71138520891
"C16_HD_20210809",2326.45274696503,59.7704,8,2317.18401092135
"C05_HD_20210809",2329.15592526842,59.6518,9,2318.55680842988
"C17_HD_20210809",2317.56838912586,60.2892,10,2305.71044967041
"C08_HD_20210809",2341.39562933434,59.5579,11,2328.09224507676
"C12_HD_20210809",2367.34241912759,59.7251,12,2352.55493098994
"C06_HD_20210809",2370.42815697885,60.4869,13,2354.28449189159
"C02_HD_20210809",2311.64405993618,60.12,14,2294.59847129229
"C03_HD_20210809",2332.8470630575,59.8624,15,2314.33240382688
"C20_HD_20210809",2326.57565190117,60.1936,16,2306.80305429294
"C10_HD_20210809",2337.19528126411,59.6873,17,2316.02023907826
"V04_HD_20210805",2342.68246143953,59.6996,18,2320.14392049756
"C11_HD_20210809",2345.46464164591,59.7955,19,2321.58547674228
"C14_HD_20210809",2314.51712250084,60.0562,20,2289.65797873175
"C04_HD_20210809",2335.38771631964,60.3184,21,2308.99915455332
"C13_HD_20210809",2284.29924352924,59.7192,22,2257.21269123443
"C07_HD_20210809",2356.13192518068,60.0569,23,2326.87972294931
"C15_HD_20210809",2337.80482676044,60.2434,24,2307.47797339581
"V11_HD_20210805",2340.03878276759,60.2136,25,2308.38098638291
"CRM",2243.05209461689,59.5929,26,2211.45981159411
