Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk1,12/13/2019 7:40:58 AM,OK,Unchecked,0,,25.0,°C,,2.182,mL,,59.762,g,,59.7615,g,,1.0,g/mL
2,junk2,12/13/2019 7:51:16 AM,OK,Unchecked,0,,25.0,°C,,2.188,mL,,60.324,g,,60.3240,g,,1.0,g/mL
3,junk3,12/13/2019 8:01:23 AM,OK,Unchecked,0,,25.0,°C,,2.164,mL,,59.956,g,,59.9555,g,,1.0,g/mL
4,crm,12/13/2019 8:11:28 AM,OK,Unchecked,0,,25.0,°C,,2.150,mL,,60.045,g,,60.0452,g,,1.0,g/mL
12/13/2019 8:26:28 AMSystemInternal,,,,,,,,,,,,,,,,,,1/1,,
