"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2305.00111844243,60.1174,1,2305.00111844243
"junk2",2289.00327154895,59.3833,2,2287.69601668227
"junk3",2298.48780961613,60.2733,3,2295.86396508461
"crm",2224.52623796326,59.9451,4,2220.71929060793
