"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2334.00446543533,59.9533,1,2334.00446543533
"junk2",2302.89655298164,60.1734,2,2301.58136363099
"a9_d_ch3_v6",2320.644425691,60.1132,3,2317.99528821875
"A9_D_CH6_V18",2358.46253615805,59.7607,4,2354.42637665521
"A9_TO_2_CH3",2355.71115460742,60.1535,5,2350.33895129019
"A9_L_CH5_V7",2332.80253676283,59.8249,6,2326.15637568943
"A9_D_CH1_V1",2254.97414784159,59.8061,7,2247.26922478518
"A9_L_CH1_V1",2297.76017426203,59.679,8,2288.605751257
"A9_L_CH3_V6",2354.04442702931,60.3292,9,2343.33205193475
"A9_L_CH9_BLANK",2365.01960403104,60.455,10,2352.91887837085
"A9_TO_1_CH1",2367.25280005653,59.8847,11,2353.80250005621
"A9_L_CH2_V2",2350.23357741883,60.0813,12,2335.55295882053
"A9_D_CH9_BLANK",2363.90089164175,60.4361,13,2347.80168012092
"A10_TO_1_CH1",2366.29071479882,59.7818,14,2348.84217294268
"A10_TO2_CH3",2370.2300013092,60.4934,15,2351.41865209246
"A10_TO_3_CH7",2376.58973953396,59.8729,16,2356.39209302234
"A10_D_CH10_V30",2360.27131014552,60.2291,17,2338.88719861532
"A10_D_CH7_V31",2366.80984495285,59.9607,18,2344.039178646
"A10_D_CH2_V22",2335.02530098921,59.8636,19,2311.25241896556
"A10_D_CH8_V28",2305.62325643674,60.3564,20,2280.85963751515
"A10_D_CH3_V26",2342.52090492742,60.329,21,2316.05174215988
"A10_D_CH6_V38",2294.97311988572,59.6423,22,2267.75999988707
"A10_D_CH1_V21",2349.21257271889,59.6577,23,2320.04627666933
"A10_D_CH5_V27",2357.69594446761,60.2492,24,2327.1110562991
"A10_D_CH9_BLANK",2370.79648622058,59.825,25,2338.72257659866
"A10_L_CH2_V22",2306.87472515742,60.2574,26,2274.38353184535
"A10_L_CH9_BLANK",2374.11559387273,60.2236,27,2339.35939711558
"A10_L_CH7_V31",2367.90546851687,59.7258,28,2331.92716370541
"A10_L_CH8_V28",2364.04598199463,60.3361,29,2326.81691141204
"A10_L_CH10_V30",2359.37563187371,60.0786,30,2320.91475872906
"A10_L_CH1_V21",2349.1229213732,59.7697,31,2309.53096202421
"A10_L_CH3_V26",2346.31753772793,60.1475,32,2305.477647964
"A10_L_CH5_V27",2365.77325254652,59.963,33,2323.29023117643
"A10_L_CH6_V38",2365.10554059888,59.8157,34,2321.33185420529
"A11_L_CH8_V20",2276.63639810444,60.3026,35,2233.24758782667
