"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2274.61295429049,59.927,1,2274.61295429049
"junk2",2255.55246331006,59.8808,2,2254.26431227447
"junk3",2257.18834325488,60.3002,3,2254.6116442329
"CRM",2222.06474753373,60.3312,4,2218.2620126549
