"SampleID","TA","Mass","Sample.Index"
"JUNK1",2448.59766886386,60.3153,1
"JUNK2",2412.99651863841,60.382,2
"JUNK3",2409.98652324345,60.3626,3
"TANK1",2404.42366095952,59.5589,4
"TANK2",2400.29117895496,60.4318,5
"TANK3",2406.43794377752,59.9641,6
"TANK4",2424.94617520754,59.9431,7
"TANK5",2406.76966180919,60.423,8
"TANK6",2415.25933725286,59.6215,9
"TANK7",2403.17704552645,59.825,10
"TANK8",2411.49952084574,59.8434,11
"TANK9",2399.11595597885,59.6912,12
"TANK10",2405.15456745546,59.7573,13
"TANK11",2406.67066832906,59.9103,14
"TANK12",2399.30977223346,59.9126,15
"TANK13",2413.24497396005,59.8898,16
"TANK14",2411.82655462365,59.9969,17
"TANK15",2400.25857261134,60.2991,18
"TANK17",2409.07021121273,60.0759,19
"TANK18",2406.68886875594,60.2434,20
"TANK19",2408.14901020092,59.7608,21
"T18_08",2422.51657094171,59.8124,22
"T18_11",2424.63816888883,59.8375,23
"T18_37",2420.55839976744,59.9561,24
"T18_Blank",2406.27857272176,59.9339,25
"T18_initial_1",2400.66626829998,59.9002,26
"T18_initial_2",2377.89560840231,60.109,27
"T18_initial_3",2436.66733944844,59.7573,28
