Task,T3711
Scope 1/1, Sample 1/30 (junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-73.9,20.8,NaN,,
0.0005,1,-73.7,20.8,0.0005,,
0.0025,2,-73.7,20.8,0.0020,,
0.0050,3,-73.6,20.8,0.0025,,
0.0085,4,-73.6,20.8,0.0030,,
0.0150,5,-73.5,20.8,0.0060,,
0.0230,6,-73.4,20.8,0.0075,,
0.0305,7,-73.3,20.8,0.0075,,
0.0390,8,-73.1,20.8,0.0085,,
0.0475,9,-72.8,20.8,0.0075,,
0.0560,10,-72.4,20.8,0.0075,,
0.0645,11,-71.9,20.8,0.0075,,
0.0730,12,-71.5,20.8,0.0085,,
0.0805,13,-71.0,20.8,0.0075,,
0.0890,14,-70.5,20.8,0.0085,,
0.0975,15,-69.9,20.8,0.0075,,
0.1060,16,-69.1,20.8,0.0075,,
0.1140,17,-68.4,20.8,0.0075,,
0.1220,18,-67.7,20.8,0.0080,,
0.1305,19,-66.8,20.8,0.0085,,
0.1385,20,-65.9,20.8,0.0075,,
0.1470,21,-64.8,20.8,0.0075,,
0.1555,22,-63.8,20.8,0.0075,,
0.1640,23,-62.7,20.8,0.0075,,
0.1715,24,-61.8,20.8,0.0075,,
0.1800,25,-60.8,20.8,0.0085,,
0.1885,26,-59.7,20.8,0.0075,,
0.1970,27,-58.6,20.8,0.0075,,
0.2055,28,-57.5,20.8,0.0075,,
0.2140,29,-56.5,20.8,0.0085,,
0.2215,30,-55.4,20.8,0.0075,,
0.2300,31,-54.2,20.8,0.0085,,
0.2380,32,-53.2,20.8,0.0075,,
0.2465,33,-52.0,20.8,0.0075,,
0.2550,34,-50.9,20.8,0.0075,,
0.2625,35,-49.9,20.8,0.0075,,
0.2710,36,-48.8,20.8,0.0085,,
0.2795,37,-47.8,20.8,0.0075,,
0.2880,38,-46.9,20.8,0.0075,,
0.2965,39,-46.0,20.8,0.0075,,
0.3050,40,-45.1,20.8,0.0075,,
0.3125,41,-44.3,20.8,0.0075,,
0.3210,42,-43.4,20.8,0.0085,,
0.3295,43,-42.6,20.8,0.0075,,
0.3380,44,-41.7,20.8,0.0075,,
0.3460,45,-40.8,20.8,0.0075,,
0.3545,46,-40.1,20.8,0.0075,,
0.3620,47,-39.4,20.8,0.0075,,
0.3705,48,-38.7,20.8,0.0085,,
0.3790,49,-37.9,20.8,0.0075,,
0.3875,50,-37.1,20.8,0.0075,,
0.3960,51,-36.5,20.8,0.0075,,
0.4045,52,-35.9,20.8,0.0085,,
0.4120,53,-35.2,20.8,0.0075,,
0.4205,54,-34.6,20.8,0.0085,,
0.4290,55,-33.9,20.8,0.0075,,
0.4375,56,-33.3,20.8,0.0075,,
0.4455,57,-32.6,20.8,0.0075,,
0.4535,58,-32.0,20.8,0.0080,,
0.4615,59,-31.4,20.8,0.0080,,
0.4700,60,-30.8,20.8,0.0085,,
0.4785,61,-30.2,20.8,0.0075,,
0.4870,62,-29.6,20.8,0.0075,,
0.4955,63,-28.9,20.8,0.0075,,
0.5030,64,-28.4,20.8,0.0075,,
0.5115,65,-27.8,20.8,0.0085,,
0.5200,66,-27.2,20.8,0.0075,,
0.5285,67,-26.6,20.8,0.0075,,
0.5370,68,-26.1,20.8,0.0075,,
0.5455,69,-25.6,20.8,0.0075,,
0.5530,70,-25.0,20.8,0.0075,,
0.5615,71,-24.5,20.8,0.0085,,
0.5695,72,-24.0,20.8,0.0075,,
0.5780,73,-23.4,20.8,0.0075,,
0.5865,74,-22.9,20.8,0.0075,,
0.5950,75,-22.4,20.8,0.0075,,
0.6025,76,-21.8,20.8,0.0075,,
0.6110,77,-21.3,20.8,0.0085,,
0.6195,78,-20.7,20.8,0.0075,,
0.6280,79,-20.2,20.8,0.0075,,
0.6365,80,-19.7,20.8,0.0075,,
0.6445,81,-19.2,20.9,0.0080,,
0.6525,82,-18.7,20.9,0.0080,,
0.6610,83,-18.2,20.9,0.0085,,
0.6690,84,-17.7,20.9,0.0075,,
0.6775,85,-17.2,20.9,0.0075,,
0.6860,86,-16.8,20.9,0.0075,,
0.6935,87,-16.3,20.9,0.0075,,
0.7020,88,-15.7,20.9,0.0085,,
0.7105,89,-15.3,20.9,0.0075,,
0.7190,90,-14.8,20.9,0.0075,,
0.7275,91,-14.2,20.9,0.0075,,
0.7360,92,-13.7,20.9,0.0075,,
0.7435,93,-13.1,20.9,0.0075,,
0.7520,94,-12.7,20.9,0.0085,,
0.7605,95,-12.2,20.9,0.0075,,
0.7685,96,-11.6,20.9,0.0075,,
0.7770,97,-11.1,20.9,0.0075,,
0.7855,98,-10.6,20.9,0.0085,,
0.7930,99,-10.2,20.9,0.0075,,
0.8015,100,-9.7,20.9,0.0085,,
0.8100,101,-9.3,20.9,0.0075,,
0.8185,102,-8.7,20.9,0.0075,,
0.8270,103,-8.2,20.9,0.0075,,
0.8345,104,-7.8,20.9,0.0075,,
0.8430,105,-7.3,20.9,0.0085,,
0.8515,106,-6.8,20.9,0.0085,,
0.8600,107,-6.2,20.9,0.0075,,
0.8685,108,-5.6,20.9,0.0075,,
0.8765,109,-5.0,20.9,0.0075,,
0.8845,110,-4.4,20.9,0.0080,,
0.8925,111,-3.8,20.9,0.0080,,
0.9010,112,-3.2,20.9,0.0075,,
0.9095,113,-2.6,20.9,0.0075,,
0.9180,114,-2.0,20.9,0.0075,,
0.9265,115,-1.4,20.9,0.0075,,
0.9340,116,-0.8,20.9,0.0075,,
0.9425,117,-0.2,20.9,0.0085,,
0.9510,118,0.2,20.9,0.0075,,
0.9595,119,0.3,20.9,0.0075,,
0.9680,120,0.9,20.9,0.0075,,
0.9760,121,1.4,20.9,0.0080,,
0.9840,122,2.2,20.9,0.0080,,
0.9920,123,3.3,20.9,0.0080,,
1.0005,124,3.5,20.9,0.0075,,
