Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,7/13/2026 1:55:12 PM,OK,Unchecked,0,,25.0,°C,,2.155,mL,,59.706,g,,59.7057,g,1.0,g/mL,
2,junk2,7/13/2026 2:05:25 PM,OK,Unchecked,0,,25.0,°C,,2.161,mL,,60.225,g,,60.2254,g,1.0,g/mL,
3,20260711_sb_p23_t1,7/13/2026 2:15:33 PM,OK,Unchecked,0,,25.0,°C,,2.268,mL,,60.474,g,,60.4743,g,1.0,g/mL,
4,20260711_sb_p24_t1,7/13/2026 2:25:50 PM,OK,Unchecked,0,,25.0,°C,,2.335,mL,,60.049,g,,60.0494,g,1.0,g/mL,
5,20260711_sb_p25_t1,7/13/2026 2:36:22 PM,OK,Unchecked,0,,25.0,°C,,2.322,mL,,60.296,g,,60.2960,g,1.0,g/mL,
6,20260711_sb_p26_t1,7/13/2026 2:46:51 PM,OK,Unchecked,0,,25.0,°C,,2.348,mL,,60.363,g,,60.3633,g,1.0,g/mL,
7,20260711_sb_p28_t1,7/13/2026 2:57:29 PM,OK,Unchecked,0,,25.0,°C,,2.370,mL,,59.924,g,,59.9235,g,1.0,g/mL,
8,20260711_sb_p29_t1,7/13/2026 3:08:06 PM,OK,Unchecked,0,,25.0,°C,,2.298,mL,,60.067,g,,60.0666,g,1.0,g/mL,
9,20260711_sb_p31_t1,7/13/2026 3:18:35 PM,OK,Unchecked,0,,25.0,°C,,2.724,mL,,60.290,g,,60.2902,g,1.0,g/mL,
10,20260711_sb_p32_t1,7/13/2026 3:29:51 PM,OK,Unchecked,0,,25.0,°C,,2.299,mL,,60.440,g,,60.4401,g,1.0,g/mL,
11,20260711_sb_p23_t2,7/13/2026 3:40:17 PM,OK,Unchecked,0,,25.0,°C,,2.261,mL,,59.631,g,,59.6306,g,1.0,g/mL,
12,20260711_sb_p24_t2,7/13/2026 3:50:42 PM,OK,Unchecked,0,,25.0,°C,,2.406,mL,,60.430,g,,60.4305,g,1.0,g/mL,
13,20260711_sb_p25_t2,7/13/2026 4:01:19 PM,OK,Unchecked,0,,25.0,°C,,2.344,mL,,60.341,g,,60.3412,g,1.0,g/mL,
14,20260711_sb_p26_t2,7/13/2026 4:11:48 PM,OK,Unchecked,0,,25.0,°C,,2.362,mL,,59.786,g,,59.7864,g,1.0,g/mL,
15,20260711_sb_p28_t2,7/13/2026 4:22:24 PM,OK,Unchecked,0,,25.0,°C,,2.402,mL,,59.700,g,,59.7002,g,1.0,g/mL,
16,20260711_sb_p29_t2,7/13/2026 4:33:06 PM,OK,Unchecked,0,,25.0,°C,,2.306,mL,,59.635,g,,59.6351,g,1.0,g/mL,
17,20260711_sb_p31_t2,7/13/2026 4:43:31 PM,OK,Unchecked,0,,25.0,°C,,2.741,mL,,60.450,g,,60.4499,g,1.0,g/mL,
18,20260711_sb_p32_t2,7/13/2026 4:54:55 PM,OK,Unchecked,0,,25.0,°C,,2.302,mL,,59.740,g,,59.7397,g,1.0,g/mL,
19,20260711_sb_p23_t3,7/13/2026 5:05:22 PM,OK,Unchecked,0,,25.0,°C,,2.274,mL,,59.840,g,,59.8396,g,1.0,g/mL,
20,20260711_sb_p24_t3,7/13/2026 5:15:47 PM,OK,Unchecked,0,,25.0,°C,,2.448,mL,,60.038,g,,60.0381,g,1.0,g/mL,
21,20260711_sb_p25_t3,7/13/2026 5:26:36 PM,OK,Unchecked,0,,25.0,°C,,2.340,mL,,59.638,g,,59.6383,g,1.0,g/mL,
22,20260711_sb_p26_t3,7/13/2026 5:37:07 PM,OK,Unchecked,0,,25.0,°C,,2.414,mL,,59.949,g,,59.9494,g,1.0,g/mL,
23,20260711_sb_p28_t3,7/13/2026 5:47:46 PM,OK,Unchecked,0,,25.0,°C,,2.446,mL,,60.170,g,,60.1696,g,1.0,g/mL,
24,20260711_sb_p29_t3,7/13/2026 5:58:32 PM,OK,Unchecked,0,,25.0,°C,,2.354,mL,,60.403,g,,60.4034,g,1.0,g/mL,
25,20260711_sb_p31_t3,7/13/2026 6:09:05 PM,OK,Unchecked,0,,25.0,°C,,2.734,mL,,60.161,g,,60.1607,g,1.0,g/mL,
26,20260711_sb_p32_t3,7/13/2026 6:20:25 PM,OK,Unchecked,0,,25.0,°C,,2.340,mL,,60.212,g,,60.2124,g,1.0,g/mL,
SystemInternal7/13/2026 6:31:21 PM,,,,,,,,,,,,,,,,,,,,1/1
