Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,7/13/2026 8:05:06 AM,OK,Unchecked,0,,25.0,°C,,2.182,mL,,60.004,g,,60.0041,g,1.0,g/mL,
2,junk2,7/13/2026 8:15:25 AM,OK,Unchecked,0,,25.0,°C,,2.204,mL,,60.181,g,,60.1809,g,1.0,g/mL,
3,20260711_sb_p16_t1,7/13/2026 8:25:40 AM,OK,Unchecked,0,,25.0,°C,,2.403,mL,,60.118,g,,60.1181,g,1.0,g/mL,
4,20260711_sb_p17_t1,7/13/2026 8:36:21 AM,OK,Unchecked,0,,25.0,°C,,2.302,mL,,60.077,g,,60.0774,g,1.0,g/mL,
5,20260711_sb_p18_t1,7/13/2026 8:46:44 AM,OK,Unchecked,0,,25.0,°C,,2.372,mL,,59.947,g,,59.9466,g,1.0,g/mL,
6,20260711_sb_p19_t1,7/13/2026 8:57:24 AM,OK,Unchecked,0,,25.0,°C,,2.368,mL,,59.936,g,,59.9361,g,1.0,g/mL,
7,20260711_sb_p20_t1,7/13/2026 9:07:59 AM,OK,Unchecked,0,,25.0,°C,,2.370,mL,,60.408,g,,60.4081,g,1.0,g/mL,
8,20260711_sb_p21_t1,7/13/2026 9:18:36 AM,OK,Unchecked,0,,25.0,°C,,2.360,mL,,60.470,g,,60.4703,g,1.0,g/mL,
9,20260711_sb_p22_t1,7/13/2026 9:29:17 AM,OK,Unchecked,0,,25.0,°C,,2.273,mL,,60.084,g,,60.0835,g,1.0,g/mL,
10,20260711_sb_ocn_t1,7/13/2026 9:39:41 AM,OK,Unchecked,0,,25.0,°C,,2.184,mL,,60.346,g,,60.3460,g,1.0,g/mL,
11,20260711_sb_p16_t2,7/13/2026 9:49:54 AM,OK,Unchecked,0,,25.0,°C,,2.487,mL,,60.427,g,,60.4269,g,1.0,g/mL,
12,20260711_sb_p17_t2,7/13/2026 10:00:53 AM,OK,Unchecked,0,,25.0,°C,,2.326,mL,,59.974,g,,59.9741,g,1.0,g/mL,
13,20260711_sb_p18_t2,7/13/2026 10:11:25 AM,OK,Unchecked,0,,25.0,°C,,2.424,mL,,60.371,g,,60.3713,g,1.0,g/mL,
14,20260711_sb_p19_t2,7/13/2026 10:22:10 AM,OK,Unchecked,0,,25.0,°C,,2.418,mL,,60.379,g,,60.3794,g,1.0,g/mL,
15,20260711_sb_p20_t2,7/13/2026 10:32:54 AM,OK,Unchecked,0,,25.0,°C,,2.416,mL,,60.411,g,,60.4108,g,1.0,g/mL,
16,20260711_sb_p21_t2,7/13/2026 10:43:37 AM,OK,Unchecked,0,,25.0,°C,,2.346,mL,,59.670,g,,59.6704,g,1.0,g/mL,
17,20260711_sb_p22_t2,7/13/2026 10:54:13 AM,OK,Unchecked,0,,25.0,°C,,2.319,mL,,60.396,g,,60.3961,g,1.0,g/mL,
18,20260711_sb_ocn_t2,7/13/2026 11:04:45 AM,OK,Unchecked,0,,25.0,°C,,2.196,mL,,60.453,g,,60.4533,g,1.0,g/mL,
19,20260711_sb_p16_t3,7/13/2026 11:14:56 AM,OK,Unchecked,0,,25.0,°C,,2.545,mL,,59.836,g,,59.8365,g,1.0,g/mL,
20,20260711_sb_p17_t3,7/13/2026 11:25:52 AM,OK,Unchecked,0,,25.0,°C,,2.373,mL,,59.938,g,,59.9376,g,1.0,g/mL,
21,20260711_sb_p18_t3,7/13/2026 11:36:32 AM,OK,Unchecked,0,,25.0,°C,,2.442,mL,,60.156,g,,60.1561,g,1.0,g/mL,
22,20260711_sb_p19_t3,7/13/2026 11:47:18 AM,OK,Unchecked,0,,25.0,°C,,2.431,mL,,60.309,g,,60.3089,g,1.0,g/mL,
23,20260711_sb_p20_t3,7/13/2026 11:58:02 AM,OK,Unchecked,0,,25.0,°C,,2.447,mL,,60.053,g,,60.0529,g,1.0,g/mL,
24,20260711_sb_p21_t3,7/13/2026 12:08:49 PM,OK,Unchecked,0,,25.0,°C,,2.372,mL,,59.782,g,,59.7821,g,1.0,g/mL,
25,20260711_sb_p22_t3,7/13/2026 12:19:24 PM,OK,Unchecked,0,,25.0,°C,,2.336,mL,,60.148,g,,60.1479,g,1.0,g/mL,
26,20260711_sb_ocn_t3,7/13/2026 12:29:59 PM,OK,Unchecked,0,,25.0,°C,,2.188,mL,,60.034,g,,60.0337,g,1.0,g/mL,
SystemInternal7/13/2026 1:15:15 PM,,,,,,,,,,,,,,,,,,,,1/1
