"SampleID","TA","Mass","Sample.Index"
"junk1",2292.69591391188,59.7057,1
"junk2",2277.8466510074,60.2254,2
"20260711_sb_p23_t1",2435.62232105695,60.4743,3
"20260711_sb_p24_t1",2559.74518125317,60.0494,4
"20260711_sb_p25_t1",2532.81152273219,60.296,5
"20260711_sb_p26_t1",2574.43446610323,60.3633,6
"20260711_sb_p28_t1",2633.27270228457,59.9235,7
"20260711_sb_p29_t1",2513.05210896975,60.0666,8
"20260711_sb_p31_t1",3358.52851209818,60.2902,9
"20260711_sb_p32_t1",2476.93242481139,60.4401,10
"20260711_sb_p23_t2",2477.48300634862,59.6306,11
"20260711_sb_p24_t2",2657.94227599189,60.4305,12
"20260711_sb_p25_t2",2568.8878166168,60.3412,13
"20260711_sb_p26_t2",2639.10042107066,59.7864,14
"20260711_sb_p28_t2",2704.72068955556,59.7002,15
"20260711_sb_p29_t2",2548.44696681931,59.6351,16
"20260711_sb_p31_t2",3369.00083161457,60.4499,17
"20260711_sb_p32_t2",2528.53600098381,59.7397,18
"20260711_sb_p23_t3",2490.5212920849,59.8396,19
"20260711_sb_p24_t3",2755.27210263303,60.0381,20
"20260711_sb_p25_t3",2616.33692299478,59.6383,21
"20260711_sb_p26_t3",2700.46350817113,59.9494,22
"20260711_sb_p28_t3",2748.22021165545,60.1696,23
"20260711_sb_p29_t3",2593.60385201541,60.4034,24
"20260711_sb_p31_t3",3384.69955793819,60.1607,25
"20260711_sb_p32_t3",2578.98721985077,60.2124,26
