Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk,4/20/2018 11:29:16 AM,OK,Unchecked,0,,25.0,°C,,2.346,mL,,59.714,g,,59.7145,g,,1.0,g/mL
2,RB4-8-Light,4/20/2018 11:39:49 AM,OK,Unchecked,0,,25.0,°C,,2.390,mL,,60.032,g,,60.0317,g,,1.0,g/mL
3,RB2-8-Light,4/20/2018 11:50:16 AM,OK,Unchecked,0,,25.0,°C,,2.372,mL,,60.075,g,,60.0749,g,,1.0,g/mL
4,RB1-8-Light,4/20/2018 12:01:06 PM,OK,Unchecked,0,,25.0,°C,,2.392,mL,,60.240,g,,60.2401,g,,1.0,g/mL
5,OF4-8-Light,4/20/2018 12:11:40 PM,OK,Unchecked,0,,25.0,°C,,2.377,mL,,60.182,g,,60.1817,g,,1.0,g/mL
6,OF3-8-Light,4/20/2018 12:22:21 PM,OK,Unchecked,0,,25.0,°C,,2.374,mL,,60.015,g,,60.0153,g,,1.0,g/mL
7,OF2-8-Light,4/20/2018 12:33:26 PM,OK,Unchecked,0,,25.0,°C,,2.386,mL,,59.809,g,,59.8090,g,,1.0,g/mL
8,OF1-8-Light,4/20/2018 12:43:58 PM,OK,Unchecked,0,,25.0,°C,,2.390,mL,,60.218,g,,60.2180,g,,1.0,g/mL
9,BK2-8-Light,4/20/2018 12:54:31 PM,OK,Unchecked,0,,25.0,°C,,2.384,mL,,59.996,g,,59.9956,g,,1.0,g/mL
10,BK1-8-Light,4/20/2018 1:05:19 PM,OK,Unchecked,0,,25.0,°C,,2.387,mL,,60.265,g,,60.2651,g,,1.0,g/mL
11,start 8c-Light,4/20/2018 1:15:54 PM,OK,Unchecked,0,,25.0,°C,,2.388,mL,,60.182,g,,60.1817,g,,1.0,g/mL
12,start 8b-Light,4/20/2018 1:26:34 PM,OK,Unchecked,0,,25.0,°C,,2.380,mL,,60.056,g,,60.0562,g,,1.0,g/mL
13,start 8a-Light,4/20/2018 1:37:11 PM,OK,Unchecked,0,,25.0,°C,,2.398,mL,,60.117,g,,60.1170,g,,1.0,g/mL
SystemInternal4/20/2018 1:52:30 PM,,,,,,,,,,,,,,,,,,1/1,,
