Table of Measured Values
Task,T591
Scope 1/1, Sample 1/13 (junk)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-77.1,20.8,NaN,,
0.0010,1,-77.2,20.8,0.0010,,
0.0025,2,-77.0,20.8,0.0015,,
0.0050,3,-76.9,20.8,0.0020,,
0.0085,4,-77.2,20.8,0.0030,,
0.0150,5,-77.1,20.8,0.0060,,
0.0230,6,-76.8,20.8,0.0075,,
0.0315,7,-76.9,20.8,0.0075,,
0.0400,8,-76.4,20.8,0.0075,,
0.0485,9,-76.0,20.8,0.0075,,
0.0560,10,-75.7,20.8,0.0070,,
0.0645,11,-75.0,20.8,0.0075,,
0.0730,12,-74.5,20.8,0.0075,,
0.0810,13,-73.7,20.8,0.0075,,
0.0895,14,-72.7,20.8,0.0075,,
0.0980,15,-72.2,20.8,0.0075,,
0.1055,16,-71.1,20.8,0.0070,,
0.1140,17,-70.4,20.8,0.0075,,
0.1225,18,-69.0,20.8,0.0075,,
0.1310,19,-67.8,20.8,0.0075,,
0.1395,20,-66.9,20.8,0.0075,,
0.1480,21,-65.6,20.8,0.0070,,
0.1555,22,-64.7,20.8,0.0070,,
0.1640,23,-63.3,20.8,0.0075,,
0.1725,24,-62.3,20.8,0.0075,,
0.1805,25,-60.8,20.8,0.0075,,
0.1890,26,-59.5,20.8,0.0075,,
0.1975,27,-57.8,20.8,0.0070,,
0.2050,28,-56.5,20.8,0.0070,,
0.2135,29,-54.7,20.8,0.0075,,
0.2220,30,-53.2,20.8,0.0075,,
0.2305,31,-51.2,20.8,0.0075,,
0.2390,32,-49.8,20.8,0.0075,,
0.2475,33,-47.9,20.8,0.0075,,
0.2550,34,-46.1,20.8,0.0070,,
0.2635,35,-43.9,20.8,0.0075,,
0.2715,36,-42.1,20.8,0.0075,,
0.2800,37,-39.9,20.8,0.0075,,
0.2885,38,-38.4,20.8,0.0075,,
0.2970,39,-36.6,20.8,0.0075,,
0.3045,40,-35.1,20.8,0.0070,,
0.3130,41,-33.1,20.8,0.0075,,
0.3215,42,-31.8,20.8,0.0075,,
0.3300,43,-30.0,20.8,0.0075,,
0.3385,44,-28.7,20.8,0.0075,,
0.3465,45,-27.1,20.8,0.0075,,
0.3545,46,-26.1,20.8,0.0075,,
0.3625,47,-24.6,20.8,0.0075,,
0.3710,48,-23.5,20.8,0.0075,,
0.3795,49,-22.1,20.8,0.0075,,
0.3880,50,-21.1,20.8,0.0075,,
0.3965,51,-19.7,20.8,0.0075,,
0.4040,52,-18.8,20.8,0.0070,,
0.4125,53,-17.4,20.8,0.0075,,
0.4210,54,-16.5,20.8,0.0075,,
0.4290,55,-15.3,20.8,0.0075,,
0.4375,56,-14.2,20.8,0.0075,,
0.4460,57,-13.5,20.8,0.0075,,
0.4535,58,-12.4,20.8,0.0070,,
0.4620,59,-11.5,20.8,0.0075,,
0.4705,60,-10.3,20.8,0.0075,,
0.4790,61,-9.5,20.8,0.0075,,
0.4875,62,-8.3,20.8,0.0075,,
0.4960,63,-7.5,20.8,0.0075,,
0.5035,64,-6.9,20.8,0.0070,,
0.5120,65,-5.8,20.8,0.0075,,
0.5205,66,-5.1,20.8,0.0075,,
0.5285,67,-3.6,20.8,0.0075,,
0.5370,68,-2.7,20.8,0.0075,,
0.5455,69,-2.0,20.8,0.0075,,
0.5530,70,-0.9,20.8,0.0070,,
0.5615,71,0.0,20.8,0.0075,,
0.5700,72,0.4,20.8,0.0075,,
0.5785,73,1.3,20.8,0.0075,,
0.5870,74,2.0,20.8,0.0075,,
0.5950,75,3.7,20.8,0.0075,,
0.6030,76,3.8,20.8,0.0075,,
0.6110,77,4.6,20.8,0.0075,,
0.6195,78,5.5,20.8,0.0075,,
0.6280,79,6.3,20.8,0.0075,,
0.6365,80,6.7,20.8,0.0075,,
0.6450,81,7.7,20.8,0.0075,,
0.6525,82,8.5,20.8,0.0070,,
0.6610,83,9.5,20.8,0.0075,,
0.6695,84,10.7,20.8,0.0075,,
0.6780,85,11.5,20.8,0.0075,,
0.6865,86,12.4,20.8,0.0075,,
0.6945,87,13.4,20.8,0.0075,,
0.7025,88,14.1,20.8,0.0075,,
0.7105,89,14.9,20.8,0.0075,,
0.7190,90,16.0,20.8,0.0075,,
0.7275,91,16.9,20.8,0.0075,,
0.7360,92,17.5,20.8,0.0075,,
0.7445,93,18.8,20.8,0.0070,,
0.7520,94,19.6,20.8,0.0070,,
0.7605,95,20.2,20.8,0.0075,,
0.7690,96,21.3,20.8,0.0075,,
0.7775,97,22.2,20.8,0.0075,,
0.7855,98,23.0,20.8,0.0075,,
0.7940,99,23.8,20.8,0.0075,,
0.8015,100,24.9,20.8,0.0070,,
0.8100,101,25.8,20.8,0.0075,,
0.8185,102,26.4,20.8,0.0075,,
0.8270,103,27.7,20.8,0.0075,,
0.8355,104,28.5,20.8,0.0075,,
0.8440,105,29.4,20.8,0.0075,,
0.8515,106,30.1,20.8,0.0070,,
0.8600,107,31.4,20.8,0.0075,,
0.8680,108,32.3,20.8,0.0075,,
0.8765,109,33.2,20.8,0.0075,,
0.8850,110,33.9,20.8,0.0075,,
0.8935,111,35.3,20.8,0.0075,,
0.9020,112,36.1,20.8,0.0075,,
0.9095,113,36.8,20.8,0.0070,,
0.9180,114,37.9,20.8,0.0075,,
0.9265,115,39.0,20.8,0.0075,,
0.9350,116,40.1,20.8,0.0075,,
0.9430,117,40.9,20.8,0.0075,,
0.9515,118,42.0,20.8,0.0075,,
0.9590,119,43.3,20.8,0.0070,,
0.9675,120,44.3,20.8,0.0075,,
0.9760,121,45.1,20.8,0.0075,,
0.9845,122,46.2,20.8,0.0075,,
0.9930,123,47.4,20.8,0.0075,,
1.0015,124,48.6,20.8,0.0070,,
1.0090,125,49.5,20.8,0.0070,,
1.0175,126,50.5,20.8,0.0075,,
1.0255,127,52.0,20.8,0.0075,,
1.0340,128,53.1,20.8,0.0075,,
1.0425,129,54.4,20.8,0.0075,,
1.0510,130,55.4,20.8,0.0070,,
