"SampleID","TA","Mass","Sample.Index"
"junk",2284.45504838341,59.7145,1
"RB4-8-Light",2337.30181605138,60.0317,2
"RB2-8-Light",2328.90737229406,60.0749,3
"RB1-8-Light",2329.13970737309,60.2401,4
"OF4-8-Light",2319.07533712224,60.1817,5
"OF3-8-Light",2319.39034810869,60.0153,6
"OF2-8-Light",2328.92785205128,59.809,7
"OF1-8-Light",2317.13663475375,60.218,8
"BK2-8-Light",2338.63802616085,59.9956,9
"BK1-8-Light",2326.50118186922,60.2651,10
"start 8c-Light",2333.68323044651,60.1817,11
"start 8b-Light",2342.67725647701,60.0562,12
"start 8a-Light",2338.61586979568,60.117,13
