Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,6/12/2025 11:30:34 AM,OK,Unchecked,0,,25.0,°C,,1.965,mL,,60.029,g,,60.0292,g,1.0,g/mL,
2,junk2,6/12/2025 11:40:23 AM,OK,Unchecked,0,,25.0,°C,,1.968,mL,,60.194,g,,60.1937,g,1.0,g/mL,
3,junk3,6/12/2025 11:50:04 AM,OK,Unchecked,0,,25.0,°C,,1.970,mL,,60.074,g,,60.0737,g,1.0,g/mL,
4,20250608_kb_p8_t1,6/12/2025 11:59:46 AM,OK,Unchecked,0,,25.0,°C,,2.154,mL,,60.272,g,,60.2721,g,1.0,g/mL,
5,20250608_kb_p9_t1,6/12/2025 12:09:50 PM,OK,Unchecked,0,,25.0,°C,,2.086,mL,,60.282,g,,60.2822,g,1.0,g/mL,
6,20250608_kb_p10_t1,6/12/2025 12:19:46 PM,OK,Unchecked,0,,25.0,°C,,2.062,mL,,60.030,g,,60.0297,g,1.0,g/mL,
7,20250608_kb_p11_t1,6/12/2025 12:29:39 PM,OK,Unchecked,0,,25.0,°C,,2.087,mL,,60.230,g,,60.2303,g,1.0,g/mL,
8,20250608_kb_p12_t1,6/12/2025 12:39:35 PM,OK,Unchecked,0,,25.0,°C,,2.171,mL,,60.112,g,,60.1123,g,1.0,g/mL,
9,20250608_kb_p13_t1,6/12/2025 12:49:42 PM,OK,Unchecked,0,,25.0,°C,,2.228,mL,,60.030,g,,60.0295,g,1.0,g/mL,
10,20250608_kb_p14_t1,6/12/2025 12:59:57 PM,OK,Unchecked,0,,25.0,°C,,2.104,mL,,60.096,g,,60.0963,g,1.0,g/mL,
11,20250608_kb_p15_t1,6/12/2025 1:09:55 PM,OK,Unchecked,0,,25.0,°C,,2.360,mL,,60.049,g,,60.0488,g,1.0,g/mL,
12,20250608_kb_p8_t2,6/12/2025 1:20:26 PM,OK,Unchecked,0,,25.0,°C,,2.206,mL,,60.022,g,,60.0219,g,1.0,g/mL,
13,20250608_kb_p9_t2,6/12/2025 1:30:37 PM,OK,Unchecked,0,,25.0,°C,,2.123,mL,,60.012,g,,60.0115,g,1.0,g/mL,
14,20250608_kb_p10_t2,6/12/2025 1:40:38 PM,OK,Unchecked,0,,25.0,°C,,2.104,mL,,60.300,g,,60.3005,g,1.0,g/mL,
15,20250608_kb_p11_t2,6/12/2025 1:50:38 PM,OK,Unchecked,0,,25.0,°C,,2.156,mL,,60.104,g,,60.1045,g,1.0,g/mL,
16,20250608_kb_p12_t2,6/12/2025 2:00:40 PM,OK,Unchecked,0,,25.0,°C,,2.296,mL,,60.098,g,,60.0979,g,1.0,g/mL,
17,20250608_kb_p13_t2,6/12/2025 2:11:01 PM,OK,Unchecked,0,,25.0,°C,,2.277,mL,,60.112,g,,60.1123,g,1.0,g/mL,
18,20250608_kb_p14_t2,6/12/2025 2:21:20 PM,OK,Unchecked,0,,25.0,°C,,2.180,mL,,60.089,g,,60.0891,g,1.0,g/mL,
19,20250608_kb_p15_t2,6/12/2025 2:31:28 PM,OK,Unchecked,0,,25.0,°C,,2.424,mL,,60.223,g,,60.2234,g,1.0,g/mL,
20,20250608_kb_p8_t3,6/12/2025 2:42:05 PM,OK,Unchecked,0,,25.0,°C,,2.270,mL,,60.108,g,,60.1082,g,1.0,g/mL,
21,20250608_kb_p9_t3,6/12/2025 2:52:24 PM,OK,Unchecked,0,,25.0,°C,,2.173,mL,,60.113,g,,60.1134,g,1.0,g/mL,
22,20250608_kb_p10_t3,6/12/2025 3:02:31 PM,OK,Unchecked,0,,25.0,°C,,2.177,mL,,60.248,g,,60.2480,g,1.0,g/mL,
23,20250608_kb_p11_t3,6/12/2025 3:12:38 PM,OK,Unchecked,0,,25.0,°C,,2.230,mL,,60.020,g,,60.0198,g,1.0,g/mL,
24,20250608_kb_p12_t3,6/12/2025 3:22:53 PM,OK,Unchecked,0,,25.0,°C,,2.413,mL,,60.110,g,,60.1102,g,1.0,g/mL,
25,20250608_kb_p13_t3,6/12/2025 3:33:29 PM,OK,Unchecked,0,,25.0,°C,,2.322,mL,,60.059,g,,60.0594,g,1.0,g/mL,
26,20250608_kb_p14_t3,6/12/2025 3:43:54 PM,OK,Unchecked,0,,25.0,°C,,2.244,mL,,60.164,g,,60.1643,g,1.0,g/mL,
27,20250608_kb_p15_t3,6/12/2025 3:54:08 PM,OK,Unchecked,0,,25.0,°C,,2.436,mL,,60.043,g,,60.0432,g,1.0,g/mL,
SystemInternal6/12/2025 4:07:19 PM,,,,,,,,,,,,,,,,,,,,1/1
