Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,6/10/2025 1:40:49 PM,OK,Unchecked,0,,25.0,°C,,1.972,mL,,60.224,g,,60.2241,g,1.0,g/mL,
2,junk2,6/10/2025 1:50:39 PM,OK,Unchecked,0,,25.0,°C,,1.971,mL,,60.133,g,,60.1328,g,1.0,g/mL,
3,junk3,6/10/2025 2:00:21 PM,OK,Unchecked,0,,25.0,°C,,1.972,mL,,60.182,g,,60.1818,g,1.0,g/mL,
4,20250608_kb_p1_t1,6/10/2025 2:10:03 PM,OK,Unchecked,0,,25.0,°C,,2.758,mL,,60.047,g,,60.0468,g,1.0,g/mL,
5,20250608_kb_p2_t1,6/10/2025 2:21:19 PM,OK,Unchecked,0,,25.0,°C,,2.374,mL,,60.039,g,,60.0386,g,1.0,g/mL,
6,20250608_kb_p3_t1,6/10/2025 2:31:50 PM,OK,Unchecked,0,,25.0,°C,,2.494,mL,,60.062,g,,60.0620,g,1.0,g/mL,
7,20250608_kb_p4_t1,6/10/2025 2:42:35 PM,OK,Unchecked,0,,25.0,°C,,2.120,mL,,60.040,g,,60.0396,g,1.0,g/mL,
8,20250608_kb_p5_t1,6/10/2025 2:52:36 PM,OK,Unchecked,0,,25.0,°C,,2.102,mL,,60.159,g,,60.1593,g,1.0,g/mL,
9,20250608_kb_p6_t1,6/10/2025 3:02:33 PM,OK,Unchecked,0,,25.0,°C,,2.394,mL,,60.280,g,,60.2798,g,1.0,g/mL,
10,20250608_kb_p7_t1,6/10/2025 3:13:08 PM,OK,Unchecked,0,,25.0,°C,,2.233,mL,,60.174,g,,60.1736,g,1.0,g/mL,
11,20250608_kb_ocn_t1,6/10/2025 3:23:22 PM,OK,Unchecked,0,,25.0,°C,,2.018,mL,,60.091,g,,60.0913,g,1.0,g/mL,
12,20250608_kb_p1_t2,6/10/2025 3:33:10 PM,OK,Unchecked,0,,25.0,°C,,2.856,mL,,60.181,g,,60.1808,g,1.0,g/mL,
13,20250608_kb_p2_t2,6/10/2025 3:44:40 PM,OK,Unchecked,0,,25.0,°C,,2.457,mL,,60.371,g,,60.3707,g,1.0,g/mL,
14,20250608_kb_p3_t2,6/10/2025 3:55:21 PM,OK,Unchecked,0,,25.0,°C,,2.566,mL,,60.067,g,,60.0674,g,1.0,g/mL,
15,20250608_kb_p4_t2,6/10/2025 4:06:17 PM,OK,Unchecked,0,,25.0,°C,,2.195,mL,,60.148,g,,60.1475,g,1.0,g/mL,
16,20250608_kb_p5_t2,6/10/2025 4:16:25 PM,OK,Unchecked,0,,25.0,°C,,2.189,mL,,60.141,g,,60.1406,g,1.0,g/mL,
17,20250608_kb_p6_t2,6/10/2025 4:26:33 PM,OK,Unchecked,0,,25.0,°C,,2.470,mL,,60.378,g,,60.3785,g,1.0,g/mL,
18,20250608_kb_p7_t2,6/10/2025 4:37:16 PM,OK,Unchecked,0,,25.0,°C,,2.290,mL,,60.122,g,,60.1219,g,1.0,g/mL,
19,20250608_kb_ocn_t2,6/10/2025 4:47:39 PM,OK,Unchecked,0,,25.0,°C,,2.046,mL,,60.212,g,,60.2115,g,1.0,g/mL,
20,20250608_kb_p1_t3,6/10/2025 4:57:33 PM,OK,Unchecked,0,,25.0,°C,,2.936,mL,,60.398,g,,60.3975,g,1.0,g/mL,
21,20250608_kb_p2_t3,6/10/2025 5:09:13 PM,OK,Unchecked,0,,25.0,°C,,2.538,mL,,60.176,g,,60.1758,g,1.0,g/mL,
22,20250608_kb_p3_t3,6/10/2025 5:20:05 PM,OK,Unchecked,0,,25.0,°C,,2.624,mL,,60.358,g,,60.3580,g,1.0,g/mL,
23,20250608_kb_p4_t3,6/10/2025 5:31:08 PM,OK,Unchecked,0,,25.0,°C,,2.236,mL,,60.339,g,,60.3388,g,1.0,g/mL,
24,20250608_kb_p5_t3,6/10/2025 5:41:22 PM,OK,Unchecked,0,,25.0,°C,,2.270,mL,,60.155,g,,60.1550,g,1.0,g/mL,
25,20250608_kb_p6_t3,6/10/2025 5:51:41 PM,OK,Unchecked,0,,25.0,°C,,2.539,mL,,60.066,g,,60.0665,g,1.0,g/mL,
26,20250608_kb_p7_t3,6/10/2025 6:02:31 PM,OK,Unchecked,0,,25.0,°C,,2.330,mL,,60.060,g,,60.0595,g,1.0,g/mL,
27,20250608_kb_ocn_t3,6/10/2025 6:12:56 PM,OK,Unchecked,0,,25.0,°C,,2.060,mL,,60.420,g,,60.4202,g,1.0,g/mL,
SystemInternal6/10/2025 6:49:39 PM,,,,,,,,,,,,,,,,,,,,1/1
