"SampleID","TA","Mass","Sample.Index"
"junk1",2214.84518739172,60.0292,1
"junk2",2218.4130094574,60.1937,2
"junk3",2211.39709406454,60.0737,3
"20250608_kb_p8_t1",2493.53904061301,60.2721,4
"20250608_kb_p9_t1",2379.87145584698,60.2822,5
"20250608_kb_p10_t1",2350.34488321435,60.0297,6
"20250608_kb_p11_t1",2372.33569176746,60.2303,7
"20250608_kb_p12_t1",2520.91660909205,60.1123,8
"20250608_kb_p13_t1",2615.55456646921,60.0295,9
"20250608_kb_p14_t1",2411.62983712224,60.0963,10
"20250608_kb_p15_t1",2813.62691080776,60.0488,11
"20250608_kb_p8_t2",2577.36188193875,60.0219,12
"20250608_kb_p9_t2",2443.86486133932,60.0115,13
"20250608_kb_p10_t2",2396.7901677424,60.3005,14
"20250608_kb_p11_t2",2497.56577305702,60.1045,15
"20250608_kb_p12_t2",2713.24192293828,60.0979,16
"20250608_kb_p13_t2",2678.37615664786,60.1123,17
"20250608_kb_p14_t2",2537.40974605023,60.0891,18
"20250608_kb_p15_t2",2899.02533776039,60.2234,19
"20250608_kb_p8_t3",2678.47191117781,60.1082,20
"20250608_kb_p9_t3",2509.22229994348,60.1134,21
"20250608_kb_p10_t3",2508.04169143487,60.248,22
"20250608_kb_p11_t3",2615.15053253366,60.0198,23
"20250608_kb_p12_t3",2907.76681083432,60.1102,24
"20250608_kb_p13_t3",2752.11435716855,60.0594,25
"20250608_kb_p14_t3",2629.03628279755,60.1643,26
"20250608_kb_p15_t3",2917.41358200821,60.0432,27
