"SampleID","TA","Mass","Sample.Index"
"junk1",2393.3004247945,59.8333,1
"junk2",2364.61630078379,59.9112,2
"junk3",2353.98056568314,59.8947,3
"crm",2241.36825528549,59.7437,4
