"SampleID","TA","Mass","Sample.Index"
"JUNK1",2393.52266931437,59.7633,1
"JUNK2",2354.88553264253,59.9355,2
"JUNK3",2347.66704532142,59.628,3
"TANK1",2353.14979863945,60.1728,4
"TANK2",2363.86909311055,60.115,5
"TANK3",2356.67422350086,60.4354,6
"TANK4",2352.991541994,59.932,7
"TANK5",2357.30548070476,59.6371,8
"TANK6",2350.20260910807,60.3756,9
"TANK7",2354.50295202577,59.8078,10
"TANK8",2354.04080222957,60.2761,11
"TANK9",2349.74922890245,60.3475,12
"TANK10",2356.6802839844,60.3684,13
"TANK11",2362.35815356671,59.945,14
"TANK12",2357.29797396455,60.0573,15
"TANK13",2350.66326286163,60.1284,16
"TANK14",2350.51373700123,59.9649,17
"TANK15",2356.05081256691,60.4904,18
"TANK17",2350.43053509256,59.9353,19
"TANK18",2352.60052066579,59.8426,20
"TANK19",2354.13034265184,59.8782,21
"T2_26",2387.26568582351,59.7633,22
"T2_27",2439.66922917401,59.7828,23
"T2_67",2437.8596847739,60.4461,24
"T2_Blank",2429.11707701054,60.3467,25
"T2_initial_1",2436.00998192486,59.9534,26
"T2_initial_2",2438.14316611971,60.0622,27
"T2_initial_3",2431.39075348808,60.4248,28
