"SampleID","TA","Mass","Sample.Index"
"junk1",2254.14938086717,60.168,1
"junk2",2242.25894846913,60.4126,2
"1",2261.82627688339,60.0825,3
"2",2262.03378345195,60.0915,4
"3",2480.5626038872,59.9401,5
"4",2376.76574190839,59.8362,6
"5",2301.09263848691,60.4606,7
"6",2231.13246084762,60.0354,8
"7",2255.99896229393,59.6548,9
"8",2302.60781858607,60.1417,10
"9",2260.86214502784,60.477,11
"20",2117.67187584236,60.4082,12
"11",2267.61977416551,59.6795,13
"12",2271.84976137845,59.5716,14
"13",2203.40343327983,60.4473,15
"14",2295.12685865018,59.931,16
"16",2307.52242503417,60.252,17
