"SampleID","TA","Mass","Sample.Index"
"junk1",2258.92939762151,59.5799,1
"15",2312.55804605031,60.0886,2
"17",2269.05672905774,60.2398,3
"18",2260.46452829799,60.1831,4
"19",2265.81235007349,60.4224,5
"20",2236.37351602396,60.02,6
"21",2237.00421545279,60.0704,7
"22",2218.43775781111,60.3718,8
"23",2221.53399893569,60.3763,9
"24",2193.84370119918,60.2623,10
"25",2240.36790136696,59.9281,11
"26",2221.59939780296,60.3665,12
"27",2211.8652781265,60.2518,13
"28",2200.4938854612,60.0394,14
"29",2242.93914314868,60.1386,15
"30",2284.17427609147,60.3009,16
"33",2519.84650933851,60.3334,17
"39",2304.62161241737,60.0011,18
"40",2303.29808200183,60.2431,19
"45",2305.47765126335,59.5455,20
"46",2387.48264524409,60.2628,21
"49",2317.67316045221,60.3195,22
"P19",2275.68856001784,60.4928,23
"P20",2257.77410267991,60.3736,24
"P21",2271.94201890143,60.2549,25
