"SampleID","TA","Mass","Sample.Index"
"junk1",2310.37742007149,60.1167,1
"junk2",2302.96228764799,60.0217,2
"junk3",2292.84579500504,60.3012,3
"r20250622_sb_p17_t1",2143.19202564232,60.0928,4
"r20250622_sb_p17_t2",2219.06370350182,60.1119,5
"r20250622_sb_p17_t3",2326.12157590534,60.4644,6
"r20250622_sb_p21_t1",2595.77918740605,60.2393,7
"r20250622_sb_p21_t2",2668.05224542031,60.03,8
"r20250622_sb_p21_t3",2733.81718737658,60.0381,9
"r20250622_sb_p26_t2",2582.18892477202,60.2297,10
"r20250622_sb_p24_t3",2647.37917959742,60.2917,11
"r20250720_kb_p1_t1",3337.11246633066,60.0175,12
"r20250720_kb_p1_t3",3755.66834085993,60.2809,13
"r20250720_kb_p6_t1",2822.63400076994,60.2955,14
"r20250720_kb_p6_t3",3092.46138558839,60.0169,15
"r20250720_kb_p4_t1",2551.94113774646,60.0345,16
"r20250720_kb_p14_t1",2400.57428522444,60.0326,17
"r20250720_kb_p11_t3",2718.15710397331,60.0064,18
"r20250720_kb_ocn_t3",2315.26016079753,60.0183,19
"r20250726_kb_p1_t1",4121.43733419384,60.3564,20
"r20250726_kb_p1_t2",4270.32428554384,60.1846,21
