"SampleID","TA","Mass","Sample.Index"
"junk1",1986.36872029604,60.3357,1
"junk2",1974.25354833015,60.1509,2
"junk3",1961.50364360685,60.0653,3
"T11_initial_7",2015.59560349944,59.9001,4
"T11_initial_8",1968.28359717908,60.1844,5
"T11_initial_9",1975.11797849794,60.2565,6
"T11_MShell",1997.87910439984,59.8399,7
"T11_NShell",2063.42815185823,59.9393,8
"T4_initial_4",1940.99058283164,59.6441,9
"T4_initial_5",1917.88919948679,59.8831,10
"T4_initial_6",1915.38319255902,60.3228,11
"T4_blank2",1947.04494490761,59.8682,12
"T4_N2",1974.89047540233,59.6775,13
"T7_initial_4",1925.15384314648,60.1708,14
"T7_initial_5",1924.44981191083,59.8222,15
"T7_initial_6",1923.46151677633,60.171,16
"T7_blank2",1918.97112535899,59.6277,17
"T13_initial_4",1934.71876804854,59.7336,18
"T13_initial_5",1919.74391645544,60.0744,19
"T13_initial_6",1923.68721374785,60.3964,20
"T2_initial_4",1948.1632487993,59.8592,21
"T2_initial_5",1939.46182762016,59.6534,22
"T2_initial_6",1939.31590356544,60.4356,23
"T2_blank2",1935.1179558646,59.9867,24
"T2_N35",1998.09339410794,60.4738,25
