"SampleID","TA","Mass","Sample.Index"
"junk1",2235.77527125297,60.0993,1
"junk2",2225.88658003472,60.7275,2
"junk3",2230.78489557326,60.0274,3
"dh_ocn_t1",2272.35338496417,60.1574,4
"dh_p1_t1",2323.9286126225,60.0721,5
"dh_p2_t1",2315.2785387252,59.7335,6
"dh_p3_t1",2284.67740994436,60.1321,7
"dh_p4_t1",2293.40257521525,60.5168,8
"dh_p5_t1",2351.74863445656,60.3149,9
"dh_ocn_t2",2256.93191088725,60.4118,10
"dh_p1_t2",2323.3316763686,60.1734,11
"dh_p2_t2",2150.30880799464,60.2668,12
"dh_p3_t2",2216.20052757872,60.4847,13
"dh_p4_t2",2244.97156678715,60.1154,14
"dh_p5_t2",2315.882336346,60.4228,15
"dh_ocn_t3",2232.76229862438,60.5757,16
"dh_p1_t3",2325.02327676601,60.0619,17
"dh_p2_t3",1989.71834009157,60.5323,18
"dh_p3_t3",2116.56629779693,60.6028,19
"dh_p4_t3",2205.89692419807,60.6337,20
"dh_p5_t3",2297.7716922737,60.1871,21
