"SampleID","TA","Mass","Sample.Index"
"junk1",2333.24547661691,60.2191,1
"junk2",2305.38031733253,60.3468,2
"junk3",2316.25161879164,59.5478,3
"CRM",2210.7065153475,59.8182,4
