"SampleID","TA","Mass","Sample.Index"
"junk",2304.88389006272,59.9513,1
"b1r1",2206.05977103732,60.035,2
"b2r1",2206.02636565699,60.0242,3
"b3r1",2208.97788099603,60.0835,4
"01r1",2190.29897532066,60.2489,5
"02r1",2183.75708279678,60.0487,6
"03r1",2158.43239629174,60.0256,7
"04r1",2137.00003860203,60.4157,8
"05r1",2162.03227063822,60.0357,9
"06r1",2206.51291374927,60.3739,10
"07r1",2160.4765944502,59.885,11
"08r1",2143.71412612646,60.1717,12
"09r1",2135.61686730369,60.1284,13
"10r1",2172.81558066902,60.053,14
"11r1",2132.17202267275,60.2829,15
"12r1",2198.44583322197,60.1065,16
"b1r2",2212.60488087046,60.0299,17
"b2r2",2216.49354354239,60.1638,18
"b2r3",2211.87510438713,59.9836,19
"01r2",2197.68236537766,59.7076,20
"02r2",2177.63937584155,60.1711,21
"03r2",2195.92331191885,60.096,22
"04r2",2217.77291406772,60.3271,23
"05r2",2200.60782594984,59.8518,24
"06r2",2162.04482747691,60.0919,25
"07r2",2196.67859542888,59.9567,26
"08r2",2160.10701303033,60.3431,27
"09r2",2216.55173780788,60.2509,28
"10r2",2119.06257561752,60.4429,29
"11r2",2150.96316878939,60.128,30
"12r2",2176.66438121438,60.0666,31
