"SampleID","TA","Mass","Sample.Index","TA_evap"
"JUNK1",2152.40201475004,60.1624,1,2152.40201475004
"JUNK2",2130.50950585315,60.0365,2,2129.29276712908
"JUNK3",2121.09079633582,60.3767,3,2118.66945981032
"C1",2287.83111964996,60.0904,4,2283.91583536077
"C2",2304.78345033393,60.2292,5,2299.52738773339
"C3",2336.91329872845,60.2998,6,2330.2554260825
"C4",2304.53834590328,59.8935,7,2296.66406909495
"C5",2318.55025914228,60.1005,8,2309.31300711382
"C6",2361.35773641324,59.96,9,2350.61208118496
"C7",2359.80233013926,59.6835,10,2347.72829888784
"C8",2299.18127823388,60.1043,11,2286.11774824391
"C9",2347.29841481917,60.1395,12,2332.63613056988
"C10",2279.50356696371,59.8707,13,2263.97913858485
"C11",2316.47129738845,59.6461,14,2299.39011368677
"C12",2332.30324297595,60.289,15,2313.79289977773
"C13",2213.56690410584,60.2056,16,2194.75472078482
"C14",2339.79753956491,59.8103,17,2318.5989208599
"C15",2317.18058692002,60.2813,18,2294.88739508208
"C16",2297.90380472565,59.7275,19,2274.5088564875
"C17",2272.47745861607,60.2233,20,2248.06984317587
"C18",2331.07840439915,60.2177,21,2304.73853542289
"C19",2317.72124238026,60.1549,22,2290.23838179867
"C20",2286.48609326545,59.9748,23,2258.0985684055
