"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2245.82168077161,59.8919,1,2245.82168077161
"HI_216",2276.75587155429,60.218,2,2275.45561120503
"HI_228",2297.17936200044,59.7322,3,2294.55701113057
"HI_234",2339.04475859724,60.1622,4,2335.04182974625
"HI_236",2284.08157805261,59.8193,5,2278.87272610722
"HI_237",2342.9037160857,59.5902,6,2336.22877672363
"HI_238",2311.66023125373,60.3667,7,2303.76161998521
"HI_239",2313.42079005835,60.0531,8,2304.20397416171
"HI_240",2399.30437912079,60.448,9,2388.38604292456
"HI_241",2273.4390183479,60.3203,10,2261.80686873725
