"SampleID","TA","Mass","Sample.Index"
"junk1",2510.40021255119,60.2017,1
"junk2",2449.20039952705,59.6686,2
"junk3",2445.65825598926,59.879,3
"CRM",2228.24902338543,59.9209,4
