"SampleID","TA","Mass","Sample.Index"
"Junk1",2276.12714494489,60.3794,1
"Junk2",2289.09703554812,60.0758,2
"LaSourceBottom_A",2361.54224676416,59.9466,3
"LaSourceBottom_B",2296.29035182579,60.2102,4
"LaSourceSurface_C",2358.52485808676,60.1067,5
"NordhoffBottom_D",2345.79748864875,59.6257,6
"NordhoffBottom_E",2391.70782197041,59.9884,7
"NordhoffSurface_F",2368.51142501114,60.3311,8
