SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2255.0108,59.6941,1,2255.0108
junk2,2237.13509,60.1111,2,2235.857458
D_18_1_BC,2182.113965,59.8659,3,2179.622967
D_18_2_BC,2144.424398,59.9681,4,2140.754533
D_18_3_BC,2099.564243,59.9166,5,2094.776183
D_18_4_BC,2079.196798,59.9298,6,2073.273161
D_18_5_BC,2036.75598,60.1488,7,2029.796677
N_18_1_BC,2166.925643,60.1339,8,2158.292473
N_18_2_BC,2106.516273,59.9896,9,2096.930306
N_18_3_BC,2108.486204,60.0466,10,2097.698043
N_18_4_BC,2132.159507,60.0123,11,2120.044965
N_18_5_BC,2151.124163,59.8202,12,2137.687271
D_18_1_AI,2219.606901,59.8248,13,2204.490395
D_18_2_AI,2204.390706,59.9332,14,2188.135981
D_18_3_AI,2185.689495,59.7997,15,2168.342753
D_18_4_AI,2146.010188,60.2428,16,2127.772141
N_18_1_AI,2162.676496,60.0224,17,2143.082598
N_18_2_AI,2174.20761,59.8593,18,2153.289937
N_18_3_AI,2182.920958,59.8571,19,2160.69665
N_18_4_AI,2201.260312,59.8793,20,2177.617606
