"SampleID","TA","Mass","Sample.Index","TA_evap"
"V18_HD_20210805",2382.01882025735,59.7512,1,2382.01882025735
"V17_HD_20210805",2362.74704563111,59.8173,2,2361.3976755308
"V03_HD_20210805",2354.59553753018,59.7006,3,2351.90764308094
"V01_HD_20210805",2313.4752473183,60.1572,4,2309.51607690076
"V05_HD_20210805",2356.77593174187,60.0007,5,2351.40130019856
"V14_HD_20210805",2341.76891517304,59.614,6,2335.09720886201
"V12_HD_20210805",2367.54011629841,60.1762,7,2359.4505714819
"C19_HD_20210809",2387.40681262291,59.5439,8,2377.89523169613
"V19_HD_20210805",2370.16405186843,59.8828,9,2359.37832239462
"V15_HD_20210805",2327.1534170961,59.7572,10,2315.24643542818
"V07_HD_20210805",2357.39550917061,59.8581,11,2344.00121650487
"V20_HD_20210805",2360.19200198764,60.2154,12,2345.44917857943
"V08_HD_20210805",2346.05204884019,60.0543,13,2330.07439584014
"V10_HD_20210805",2362.01295119478,60.1205,14,2344.59595268909
"V06_HD_20210805",2341.36272773567,60.3004,15,2322.78048386475
"CRM",2295.51170060157,59.6033,16,2276.00310257946
