"SampleID","TA","Mass","Sample.Index"
"junk1",2229.26876347715,60.4243,1
"junk2",2216.16643324816,60.2681,2
"junk3",2216.24152760497,60.0283,3
"CRM",2206.67190392963,60.077,4
