Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,5/19/2026 11:01:20 AM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,59.784,g,,59.7837,g,1.0,g/mL,
2,junk2,5/19/2026 11:11:37 AM,OK,Unchecked,0,,25.0,°C,,2.211,mL,,59.844,g,,59.8439,g,1.0,g/mL,
3,S1,5/19/2026 11:22:00 AM,OK,Unchecked,0,,25.0,°C,,2.148,mL,,60.218,g,,60.2177,g,1.0,g/mL,
4,S2,5/19/2026 11:32:15 AM,OK,Unchecked,0,,25.0,°C,,2.153,mL,,60.275,g,,60.2747,g,1.0,g/mL,
5,S3,5/19/2026 11:42:34 AM,OK,Unchecked,0,,25.0,°C,,2.160,mL,,60.084,g,,60.0841,g,1.0,g/mL,
6,S4,5/19/2026 11:52:50 AM,OK,Unchecked,0,,25.0,°C,,2.136,mL,,59.898,g,,59.8985,g,1.0,g/mL,
7,S5,5/19/2026 12:02:59 PM,OK,Unchecked,0,,25.0,°C,,2.136,mL,,60.008,g,,60.0076,g,1.0,g/mL,
8,S6,5/19/2026 12:13:19 PM,OK,Unchecked,0,,25.0,°C,,2.134,mL,,60.155,g,,60.1548,g,1.0,g/mL,
9,T1,5/19/2026 12:23:30 PM,OK,Unchecked,0,,25.0,°C,,2.130,mL,,60.176,g,,60.1756,g,1.0,g/mL,
10,T2,5/19/2026 12:33:41 PM,OK,Unchecked,0,,25.0,°C,,2.128,mL,,60.303,g,,60.3026,g,1.0,g/mL,
11,T3,5/19/2026 12:43:54 PM,OK,Unchecked,0,,25.0,°C,,2.122,mL,,60.110,g,,60.1096,g,1.0,g/mL,
12,T4,5/19/2026 12:54:03 PM,OK,Unchecked,0,,25.0,°C,,2.136,mL,,60.168,g,,60.1684,g,1.0,g/mL,
13,T5,5/19/2026 1:04:16 PM,OK,Unchecked,0,,25.0,°C,,2.134,mL,,60.282,g,,60.2817,g,1.0,g/mL,
14,T6,5/19/2026 1:14:26 PM,OK,Unchecked,0,,25.0,°C,,2.112,mL,,59.953,g,,59.9526,g,1.0,g/mL,
15,T7,5/19/2026 1:24:37 PM,OK,Unchecked,0,,25.0,°C,,2.130,mL,,60.048,g,,60.0484,g,1.0,g/mL,
16,T8,5/19/2026 1:34:48 PM,OK,Unchecked,0,,25.0,°C,,2.137,mL,,60.133,g,,60.1329,g,1.0,g/mL,
17,T9,5/19/2026 1:44:57 PM,OK,Unchecked,0,,25.0,°C,,2.137,mL,,60.403,g,,60.4027,g,1.0,g/mL,
18,T10,5/19/2026 1:55:13 PM,OK,Unchecked,0,,25.0,°C,,2.108,mL,,59.634,g,,59.6343,g,1.0,g/mL,
19,T11,5/19/2026 2:05:22 PM,OK,Unchecked,0,,25.0,°C,,2.126,mL,,59.800,g,,59.8005,g,1.0,g/mL,
20,T12,5/19/2026 2:15:37 PM,OK,Unchecked,0,,25.0,°C,,2.142,mL,,60.108,g,,60.1081,g,1.0,g/mL,
21,T13,5/19/2026 2:25:54 PM,OK,Unchecked,0,,25.0,°C,,2.119,mL,,60.024,g,,60.0240,g,1.0,g/mL,
22,T14,5/19/2026 2:36:03 PM,OK,Unchecked,0,,25.0,°C,,2.150,mL,,59.814,g,,59.8142,g,1.0,g/mL,
23,T15,5/19/2026 2:46:16 PM,OK,Unchecked,0,,25.0,°C,,2.143,mL,,60.358,g,,60.3576,g,1.0,g/mL,
24,T16,5/19/2026 2:56:32 PM,OK,Unchecked,0,,25.0,°C,,2.122,mL,,59.983,g,,59.9834,g,1.0,g/mL,
25,T17,5/19/2026 3:06:35 PM,OK,Unchecked,0,,25.0,°C,,2.158,mL,,60.181,g,,60.1809,g,1.0,g/mL,
26,T18,5/19/2026 3:16:52 PM,OK,Unchecked,0,,25.0,°C,,2.130,mL,,60.156,g,,60.1563,g,1.0,g/mL,
27,T19,5/19/2026 3:26:58 PM,OK,Unchecked,0,,25.0,°C,,2.137,mL,,60.082,g,,60.0821,g,1.0,g/mL,
28,T20,5/19/2026 3:37:07 PM,OK,Unchecked,0,,25.0,°C,,2.128,mL,,60.035,g,,60.0349,g,1.0,g/mL,
29,T21,5/19/2026 3:47:23 PM,OK,Unchecked,0,,25.0,°C,,2.151,mL,,60.473,g,,60.4726,g,1.0,g/mL,
30,T22,5/19/2026 3:57:33 PM,OK,Unchecked,0,,25.0,°C,,2.140,mL,,59.694,g,,59.6943,g,1.0,g/mL,
31,T23,5/19/2026 4:07:39 PM,OK,Unchecked,0,,25.0,°C,,2.129,mL,,60.266,g,,60.2660,g,1.0,g/mL,
32,T24,5/19/2026 4:17:48 PM,OK,Unchecked,0,,25.0,°C,,2.164,mL,,59.750,g,,59.7502,g,1.0,g/mL,
SystemInternal5/19/2026 4:58:04 PM,,,,,,,,,,,,,,,,,,,,1/1
