SampleID,TA,Mass,Sample.Index,TA_evap
junk,2266.235695,59.8956,1,2266.235695
N_4_4_BC,2199.065191,59.8978,2,2197.8093
D_8_4_AI,2252.175036,60.102,3,2249.60406
D_14_4_AI,2171.60906,59.9172,4,2167.892673
N_24_5_BC,2093.122082,59.9661,5,2088.348714
D_15_2_BC,2046.820271,59.9287,6,2040.988874
N_26_3_AI,2288.899183,60.2139,7,2281.078343
N_14_4_AI,2345.035718,59.8874,8,2335.692946
N_24_4_AI,2181.285154,59.725,9,2171.358942
D_7_4_BC,2268.037708,59.9617,10,2256.433194
N_30_2_BC,2126.448375,59.9646,11,2114.366282
N_24_3_AI,2254.356236,60.1603,12,2240.274511
N_25_4_BC,2332.776257,59.8256,13,2316.889018
N_7_3_BC,2377.43866,59.9183,14,2359.907916
D_16_5_BC,2137.280981,60.1929,15,2120.318433
N_13_2_BC,2030.30866,60.1135,16,2013.053912
