"SampleID","TA","Mass","Sample.Index","TA_evap"
"V01_LD_20210806",2408.59930115723,59.7043,1,2408.59930115723
"V02_LD_20210806",2388.94850105246,59.8254,2,2387.58416724261
"V03_LD_20210806",2369.61794905197,59.8906,3,2366.91290573113
"V05_LD_20210806",2364.20307457748,60.1384,4,2360.15709099292
"V06_LD_20210806",2379.21139368427,59.5601,5,2373.78559803162
"V09_LD_20210806",2393.73881258684,60.4686,6,2386.91904389001
"V10_LD_20210806",2369.39808244271,60.1784,7,2361.30218922252
"V13_LD_20210806",2365.52883849679,60.4297,8,2356.10442081354
"V15_LD_20210806",2360.07363599555,60.4158,9,2349.33382422766
"V19_LD_20210806",2360.38348013406,60.425,10,2348.30647540341
"V02_LN_20210808",2360.00402247291,60.4717,11,2346.59490870886
"V03_LD_20210808",2395.80040870572,59.9807,12,2380.83515913402
"V16_LN_20210808",2356.30846105145,59.822,13,2340.26095734395
"V09_LN_20210808",2374.58370456624,59.8375,14,2357.07401190636
"V07_LN_20210808",2356.14709264809,59.8222,15,2337.44751254771
"V18_LN_20210808",2378.66972296719,59.7417,16,2358.45439954254
"V01_LN_20210808",2360.78492777132,59.9265,17,2339.3961628538
"V01_LD_20210808",2400.12113728482,60.2805,18,2377.02998882198
"V09_LD_20210808",2396.77160445695,60.0232,19,2372.37008359709
"V06_LD_20210808",2390.94687850659,60.2291,20,2365.26683854524
"V13_LD_20210808",2395.71781531069,59.9764,21,2368.64755751057
"V11_LD_20210808",2389.30797673033,59.7877,22,2360.97626159124
"V18_LD_20210808",2395.67818362866,59.9201,23,2365.93500076194
"V07_LD_20210808",2403.13350156031,60.1585,24,2371.95918089709
"V17_LD_20210808",2382.00473404065,59.7796,25,2349.77919085183
"V19_LD_20210808",2403.20002854795,59.677,26,2369.35214082192
"V04_LD_20210808",2397.91886851416,59.5747,27,2362.81420039402
"V08_LD_20210808",2399.68811664817,59.7228,28,2363.22690159499
"V20_LD_20210808",2401.58654576098,59.9638,29,2363.76628519781
"V16_LD_20210808",2401.88372569133,60.3181,30,2362.72991566039
"CRM",2250.49177398476,59.7706,31,2212.56213734457
