Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,9/1/2026 11:19:18 AM,OK,Unchecked,0,,25.0,°C,,1.955,mL,,59.822,g,,59.8219,g,1.0,g/mL,
2,junk2,9/1/2026 11:29:05 AM,OK,Unchecked,0,,25.0,°C,,1.982,mL,,60.072,g,,60.0720,g,1.0,g/mL,
3,S1,9/1/2026 11:38:54 AM,OK,Unchecked,0,,25.0,°C,,1.941,mL,,59.616,g,,59.6160,g,1.0,g/mL,
4,S2,9/1/2026 11:48:40 AM,OK,Unchecked,0,,25.0,°C,,1.968,mL,,60.531,g,,60.5313,g,1.0,g/mL,
5,S3,9/1/2026 11:58:24 AM,OK,Unchecked,0,,25.0,°C,,1.946,mL,,59.673,g,,59.6726,g,1.0,g/mL,
6,S4,9/1/2026 12:08:07 PM,OK,Unchecked,0,,25.0,°C,,1.957,mL,,59.930,g,,59.9300,g,1.0,g/mL,
7,S5,9/1/2026 12:17:52 PM,OK,Unchecked,0,,25.0,°C,,1.951,mL,,60.280,g,,60.2801,g,1.0,g/mL,
8,S6,9/1/2026 12:27:35 PM,OK,Unchecked,0,,25.0,°C,,1.946,mL,,60.204,g,,60.2044,g,1.0,g/mL,
9,T1,9/1/2026 12:37:17 PM,OK,Unchecked,0,,25.0,°C,,1.938,mL,,60.014,g,,60.0141,g,1.0,g/mL,
10,T2,9/1/2026 12:46:55 PM,OK,Unchecked,0,,25.0,°C,,1.942,mL,,60.320,g,,60.3195,g,1.0,g/mL,
11,T3,9/1/2026 12:56:36 PM,OK,Unchecked,0,,25.0,°C,,1.939,mL,,60.185,g,,60.1846,g,1.0,g/mL,
12,T4,9/1/2026 1:06:16 PM,OK,Unchecked,0,,25.0,°C,,1.937,mL,,59.827,g,,59.8270,g,1.0,g/mL,
13,T5,9/1/2026 1:16:00 PM,OK,Unchecked,0,,25.0,°C,,1.932,mL,,59.763,g,,59.7629,g,1.0,g/mL,
14,T6,9/1/2026 1:25:40 PM,OK,Unchecked,0,,25.0,°C,,1.914,mL,,59.660,g,,59.6596,g,1.0,g/mL,
15,T7,9/1/2026 1:35:17 PM,OK,Unchecked,0,,25.0,°C,,1.942,mL,,60.056,g,,60.0561,g,1.0,g/mL,
16,T8,9/1/2026 1:44:57 PM,OK,Unchecked,0,,25.0,°C,,1.933,mL,,59.798,g,,59.7977,g,1.0,g/mL,
17,T9,9/1/2026 1:54:42 PM,OK,Unchecked,0,,25.0,°C,,1.938,mL,,59.827,g,,59.8273,g,1.0,g/mL,
18,T10,9/1/2026 2:04:21 PM,OK,Unchecked,0,,25.0,°C,,1.938,mL,,59.918,g,,59.9176,g,1.0,g/mL,
19,T11,9/1/2026 2:14:01 PM,OK,Unchecked,0,,25.0,°C,,1.947,mL,,60.320,g,,60.3198,g,1.0,g/mL,
20,T12,9/1/2026 2:23:41 PM,OK,Unchecked,0,,25.0,°C,,1.922,mL,,59.807,g,,59.8066,g,1.0,g/mL,
21,T13,9/1/2026 2:33:19 PM,OK,Unchecked,0,,25.0,°C,,1.890,mL,,60.077,g,,60.0768,g,1.0,g/mL,
22,T14,9/1/2026 2:42:52 PM,OK,Unchecked,0,,25.0,°C,,1.929,mL,,59.836,g,,59.8361,g,1.0,g/mL,
23,T15,9/1/2026 2:52:30 PM,OK,Unchecked,0,,25.0,°C,,1.950,mL,,59.895,g,,59.8949,g,1.0,g/mL,
24,T16,9/1/2026 3:02:17 PM,OK,Unchecked,0,,25.0,°C,,1.928,mL,,59.643,g,,59.6427,g,1.0,g/mL,
25,T17,9/1/2026 3:11:59 PM,OK,Unchecked,0,,25.0,°C,,1.958,mL,,60.081,g,,60.0813,g,1.0,g/mL,
26,T18,9/1/2026 3:21:41 PM,OK,Unchecked,0,,25.0,°C,,1.947,mL,,60.034,g,,60.0342,g,1.0,g/mL,
27,T19,9/1/2026 3:31:29 PM,OK,Unchecked,0,,25.0,°C,,1.949,mL,,59.836,g,,59.8362,g,1.0,g/mL,
28,T20,9/1/2026 3:41:15 PM,OK,Unchecked,0,,25.0,°C,,1.935,mL,,59.917,g,,59.9166,g,1.0,g/mL,
29,T21,9/1/2026 3:50:56 PM,OK,Unchecked,0,,25.0,°C,,1.940,mL,,59.928,g,,59.9281,g,1.0,g/mL,
30,T22,9/1/2026 4:00:36 PM,OK,Unchecked,0,,25.0,°C,,1.952,mL,,60.112,g,,60.1119,g,1.0,g/mL,
31,T23,9/1/2026 4:10:18 PM,OK,Unchecked,0,,25.0,°C,,1.942,mL,,59.826,g,,59.8264,g,1.0,g/mL,
32,T24,9/1/2026 4:19:59 PM,OK,Unchecked,0,,25.0,°C,,1.934,mL,,59.780,g,,59.7798,g,1.0,g/mL,
SystemInternal9/1/2026 4:36:25 PM,,,,,,,,,,,,,,,,,,,,1/1
