"SampleID","TA","Mass","Sample.Index"
"junk1",2268.19584141771,59.9732,1
"junk2",2225.1135805785,60.3628,2
"junk3",2230.08407104148,60.1086,3
"CRM",2222.82469171936,59.5641,4
