Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk,4/21/2026 3:54:45 PM,OK,Unchecked,0,,25.0,°C,,2.197,mL,,60.091,g,,60.0912,g,1.0,g/mL,
2,S1,4/21/2026 4:05:18 PM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,60.139,g,,60.1391,g,1.0,g/mL,
3,S2,4/21/2026 4:15:21 PM,OK,Unchecked,0,,25.0,°C,,2.135,mL,,60.148,g,,60.1482,g,1.0,g/mL,
4,S3,4/21/2026 4:25:24 PM,OK,Unchecked,0,,25.0,°C,,2.140,mL,,59.852,g,,59.8524,g,1.0,g/mL,
5,S4,4/21/2026 4:35:25 PM,OK,Unchecked,0,,25.0,°C,,2.222,mL,,60.287,g,,60.2870,g,1.0,g/mL,
6,S5,4/21/2026 4:45:42 PM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,60.171,g,,60.1712,g,1.0,g/mL,
7,S6,4/21/2026 4:55:47 PM,OK,Unchecked,0,,25.0,°C,,2.149,mL,,60.295,g,,60.2952,g,1.0,g/mL,
8,T1,4/21/2026 5:05:55 PM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,60.338,g,,60.3379,g,1.0,g/mL,
9,T2,4/21/2026 5:16:04 PM,OK,Unchecked,0,,25.0,°C,,2.126,mL,,60.073,g,,60.0732,g,1.0,g/mL,
10,T3,4/21/2026 5:26:05 PM,OK,Unchecked,0,,25.0,°C,,2.134,mL,,60.260,g,,60.2599,g,1.0,g/mL,
11,T4,4/21/2026 5:36:08 PM,OK,Unchecked,0,,25.0,°C,,2.131,mL,,60.026,g,,60.0257,g,1.0,g/mL,
12,T5,4/21/2026 5:46:16 PM,OK,Unchecked,0,,25.0,°C,,2.141,mL,,60.440,g,,60.4404,g,1.0,g/mL,
13,T6,4/21/2026 5:56:20 PM,OK,Unchecked,0,,25.0,°C,,2.121,mL,,60.112,g,,60.1125,g,1.0,g/mL,
14,T7,4/21/2026 6:06:21 PM,OK,Unchecked,0,,25.0,°C,,2.140,mL,,60.151,g,,60.1513,g,1.0,g/mL,
15,T8,4/21/2026 6:16:25 PM,OK,Unchecked,0,,25.0,°C,,2.142,mL,,60.262,g,,60.2622,g,1.0,g/mL,
16,T9,4/21/2026 6:26:32 PM,OK,Unchecked,0,,25.0,°C,,2.142,mL,,60.296,g,,60.2964,g,1.0,g/mL,
17,T10,4/21/2026 6:36:35 PM,OK,Unchecked,0,,25.0,°C,,2.132,mL,,60.272,g,,60.2724,g,1.0,g/mL,
18,T11,4/21/2026 6:46:34 PM,OK,Unchecked,0,,25.0,°C,,2.148,mL,,60.127,g,,60.1272,g,1.0,g/mL,
19,T12,4/21/2026 6:56:38 PM,OK,Unchecked,0,,25.0,°C,,2.153,mL,,60.281,g,,60.2807,g,1.0,g/mL,
20,T13,4/21/2026 7:06:44 PM,OK,Unchecked,0,,25.0,°C,,2.101,mL,,59.604,g,,59.6043,g,1.0,g/mL,
21,T14,4/21/2026 7:16:47 PM,OK,Unchecked,0,,25.0,°C,,2.133,mL,,60.086,g,,60.0862,g,1.0,g/mL,
22,T15,4/21/2026 7:26:54 PM,OK,Unchecked,0,,25.0,°C,,2.154,mL,,60.267,g,,60.2669,g,1.0,g/mL,
23,T16,4/21/2026 7:37:00 PM,OK,Unchecked,0,,25.0,°C,,2.119,mL,,59.752,g,,59.7515,g,1.0,g/mL,
24,T17,4/21/2026 7:47:04 PM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,59.784,g,,59.7842,g,1.0,g/mL,
25,T18,4/21/2026 7:57:11 PM,OK,Unchecked,0,,25.0,°C,,2.126,mL,,59.902,g,,59.9017,g,1.0,g/mL,
26,T19,4/21/2026 8:07:14 PM,OK,Unchecked,0,,25.0,°C,,2.144,mL,,59.994,g,,59.9942,g,1.0,g/mL,
27,T20,4/21/2026 8:17:21 PM,OK,Unchecked,0,,25.0,°C,,2.127,mL,,59.959,g,,59.9590,g,1.0,g/mL,
28,T21,4/21/2026 8:27:25 PM,OK,Unchecked,0,,25.0,°C,,2.132,mL,,60.098,g,,60.0977,g,1.0,g/mL,
29,T22,4/21/2026 8:37:31 PM,OK,Unchecked,0,,25.0,°C,,2.143,mL,,60.085,g,,60.0853,g,1.0,g/mL,
30,T23,4/21/2026 8:47:44 PM,OK,Unchecked,0,,25.0,°C,,2.124,mL,,59.924,g,,59.9239,g,1.0,g/mL,
31,T24,4/21/2026 8:57:54 PM,OK,Unchecked,0,,25.0,°C,,2.131,mL,,59.936,g,,59.9364,g,1.0,g/mL,
4/21/2026 9:29:15 PMSystemInternal,,,,,,,,,,,,,,,,,,,,1/1
