"SampleID","TA","Mass","Sample.Index"
"junk1",2405.53446604297,60.1173,1
"junk2",2379.50223122816,60.3428,2
"42_Dawn",2333.93013311837,60.0293,3
"43_Dawn",2340.87569293186,60.0115,4
"44_Dawn",2329.33832264653,59.9565,5
"45_Dawn",2348.14152500973,59.6769,6
"46_Dawn",2343.38501143035,60.3889,7
"47_Dawn",2338.19114346129,59.9741,8
"48_Dawn",2338.79197245142,59.7017,9
"49_Dawn",2345.97818585308,59.5821,10
"50_Dawn",2344.21037299894,60.1612,11
"51_Dawn",2352.02557270105,60.0937,12
"52_Dawn",2347.06836477361,59.8912,13
"53_Dawn",2347.3759779211,59.82,14
"42_Noon",2312.09669683049,60.0747,15
"43_Noon",2335.73678956723,60.1664,16
"44_Noon",2315.22173358348,59.9763,17
"45_Noon",2338.92847901963,60.2658,18
"46_Noon",2328.87471768618,59.8333,19
"47_Noon",2340.45825388009,60.1048,20
"48_Noon",2344.62847752524,60.0398,21
"49_Noon",2338.22545729067,60.3631,22
"50_Noon",2339.54517386299,60.3128,23
"51_Noon",2334.16249844184,60.0231,24
"52_Noon",2331.22828207577,60.0279,25
"53_Noon",2337.02885542614,60.4057,26
