"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2244.61260210848,60.4482,1,2244.61260210848
"HI_BP2",2258.42449412393,59.7003,2,2257.13470286515
"HI_242",2315.61896526487,60.0368,3,2312.97556461959
"HI_243",2291.26322798367,59.8395,4,2287.34207014913
"HI_244",2258.73587809767,60.2541,5,2253.58482706438
"HI_245",2264.55057851401,60.4394,6,2258.09886746412
"HI_246",2262.54865418923,60.0921,7,2254.81785013164
"HI_247",2288.89723868119,59.7096,8,2279.77812617649
"HI_248",2279.97219846206,60.098,9,2269.59689835529
"HI_249",2258.73305714849,60.2295,10,2247.17615122789
"HI_250",2342.03344608223,60.0913,11,2328.72643786585
"HI_251",2279.31408338608,60.026,12,2265.0764599237
"HI_252",2269.15532382097,60.4507,13,2253.70137155885
"HI_253",2350.96803552095,59.7319,14,2333.63247995556
"HI_254",2288.62813896794,59.8316,15,2270.4644235793
"HI_255",2281.13650827528,60.0862,16,2261.75007902649
"HI_256",2322.39286116068,59.9554,17,2301.35192923623
"HI_257",2284.87028946601,60.2301,18,2262.88794938626
"HI_258",2332.58477709626,60.461,19,2308.83674203532
"HI_259",2297.73205740383,59.7123,20,2273.05319415302
"HI_260",2262.73569170726,59.9507,21,2237.16805677272
