"SampleID","TA","Mass","Sample.Index"
"Junk",2277.58938866361,60.0531,1
"OF1-11-Dark",2520.20208916229,60.2482,2
"OF3-10-Light",2291.73944800791,59.9757,3
"OF1-10-Dark",2318.98500325049,60.1514,4
"OF1-9-Light",2293.80831426633,59.9167,5
"RB1-1-Light",2230.10231915571,60.3809,6
"OF2-6-Dark",2325.6255178664,60.2916,7
"RB1-6-Dark",2359.52139679868,59.9298,8
"RB3-6-Light",2294.73483134586,59.8116,9
"OF1-7-Dark",2311.59917844394,59.9243,10
"OF3-7-Dark",2266.01121759987,59.9421,11
"OF1-7-Light",2267.30035324076,59.8351,12
"RB3-8-Light",2313.90112108049,60.0636,13
"RB4-8-Light",2323.44371033366,60.0315,14
"BK1-9-Dark",2326.44688051363,59.9213,15
"OF1-9-Dark",2326.66979262706,60.1652,16
