Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk,1/7/2020 3:10:23 PM,OK,Unchecked,0,,25.0,°C,,2.157,mL,,60.026,g,,60.0259,g,,1.0,g/mL
2,D_25_4_BC_1,1/7/2020 3:21:01 PM,OK,Unchecked,0,,25.0,°C,,2.064,mL,,59.864,g,,59.8643,g,,1.0,g/mL
3,D_25_4_BC_2,1/7/2020 3:31:04 PM,OK,Unchecked,0,,25.0,°C,,2.071,mL,,60.161,g,,60.1606,g,,1.0,g/mL
4,D_25_5_BC,1/7/2020 3:41:05 PM,OK,Unchecked,0,,25.0,°C,,2.016,mL,,60.086,g,,60.0863,g,,1.0,g/mL
5,N_25_4_BC,1/7/2020 3:50:57 PM,OK,Unchecked,0,,25.0,°C,,2.200,mL,,60.196,g,,60.1960,g,,1.0,g/mL
6,N_27_4_AI,1/7/2020 4:01:05 PM,OK,Unchecked,0,,25.0,°C,,2.165,mL,,59.866,g,,59.8661,g,,1.0,g/mL
7,N_28_3_BC,1/7/2020 4:11:18 PM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,59.764,g,,59.7637,g,,1.0,g/mL
8,N_28_4_BC,1/7/2020 4:21:31 PM,OK,Unchecked,0,,25.0,°C,,2.237,mL,,60.168,g,,60.1684,g,,1.0,g/mL
9,N_28_5_BC,1/7/2020 4:31:55 PM,OK,Unchecked,0,,25.0,°C,,2.310,mL,,60.126,g,,60.1258,g,,1.0,g/mL
10,N_29_2_AI,1/7/2020 4:42:25 PM,OK,Unchecked,0,,25.0,°C,,2.141,mL,,59.850,g,,59.8504,g,,1.0,g/mL
11,D_31_4_BC,1/7/2020 4:52:35 PM,OK,Unchecked,0,,25.0,°C,,2.050,mL,,59.851,g,,59.8508,g,,1.0,g/mL
12,N_31_2_BC,1/7/2020 5:02:32 PM,OK,Unchecked,0,,25.0,°C,,2.042,mL,,59.953,g,,59.9530,g,,1.0,g/mL
13,D_31_3_AI,1/7/2020 5:12:30 PM,OK,Unchecked,0,,25.0,°C,,2.093,mL,,60.078,g,,60.0783,g,,1.0,g/mL
SystemInternal1/7/2020 5:32:07 PM,,,,,,,,,,,,,,,,,,1/1,,
