SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2259.84475,60.0729,1,2259.84475
junk2,2252.397139,60.3028,2,2251.11079
junk3,2284.165265,60.1696,3,2281.557771
D_22_3_BC,2118.747268,59.7229,4,2115.121346
N_24_3_AI,2213.380826,59.8157,5,2208.333208
N_24_4_AI,2151.995953,59.9929,6,2145.864911
N_28_3_BC,2283.927744,59.6892,7,2276.12389
N_28_4_BC,2379.772286,59.8671,8,2370.291122
N_29_2_AI,2258.069065,59.7812,9,2247.793438
D_31_4_BC,2095.238543,60.1735,10,2084.518164
D_31_3_AI,2146.557833,59.8946,11,2134.361482
