"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2241.81340175417,60.1245,1,2241.81340175417
"Junk2",2227.35119874171,60.078,2,2226.07915351113
"Junk3",2225.99937992233,60.1046,3,2223.45828473977
"CRM",2194.45390123274,59.6878,4,2190.69841823006
