"SampleID","TA","Mass","Sample.Index"
"junk1",2258.18282671615,59.8953,1
"junk2",2299.51703296946,60.2488,2
"B3_Dawn_10-29",2190.6730801019,60.4153,3
"B6_Dawn_10-9",2183.36586718936,60.1654,4
"P3_Dawn_10-29",2190.02294948855,60.1671,5
"P6_Dawn_10-29",2266.04855790802,60.157,6
"HC_OO_Dawn_A_10-30",2264.66496281291,59.9411,7
"HC_OO_Dawn_B_10-30",2225.48588292069,59.7907,8
"HC_OO_Dawn_C_10-30",2218.30899560337,60.0401,9
"OO_SAS_Dawn_10-30",2218.08263413061,59.9447,10
"RW1_Dawn_10-30",2210.15596583764,59.8875,11
"RW4_Dawn_10-30",2192.42619132688,59.9186,12
"RW5_Dawn_10-30",2234.61165719328,60.416,13
"B2_Dawn_10-30",2136.81980421349,59.7888,14
"B4_Dawn_10-30",2187.96310142995,59.5083,15
"B5_Dawn_10-30",2203.27420216536,59.7825,16
"M2_Dawn_10-30",2197.22342598348,60.2881,17
"M6_Dawn_10-30",2173.77866774082,59.8501,18
"P4_Dawn_10-30",2197.01682152213,60.4299,19
"P5_Dawn_10-30",2225.75788644774,59.9983,20
"HC_OO_Dawn_A_10-31",2216.754421868,59.8336,21
"HC_OO_Dawn_B_10-31",2227.04925726683,59.9072,22
"HC_OO_Dawn_C_10-31",2223.65597216005,59.6339,23
"B1_Dawn_10-31",2209.02760840924,59.7402,24
"B4_Dawn_10-31",2198.11300139901,60.3141,25
"M1_Dawn_10-31",2225.5091642033,59.9249,26
"M6_Dawn_10-31",2189.38565300263,59.5153,27
"HC_OO_Dawn_A_11-1",2223.42395943896,59.7624,28
"HC_OO_Dawn_B_11-1",2222.97086404261,60.4404,29
"HC_OO_Dawn_C_11-1",2225.0651658966,59.5549,30
"P5_Dawn_11-1",2217.60882912563,59.9518,31
"M5_Dawn_11-1",2200.67697950829,59.7955,32
