"SampleID","TA","Mass","Sample.Index"
"junk1",2273.77161746036,60.1152,1
"junk2",2262.14512927909,59.849,2
"T7_031026_1200",2208.42008362875,60.0968,3
"S1",2144.45698250224,59.5778,4
"S2",2149.46529513577,60.0561,5
"S3",2151.56211770867,59.9677,6
"S4",2147.63390630488,60.2008,7
"S5",2147.88875053526,60.1213,8
"S6",2139.85924345099,60.223,9
"T1",2117.76919963778,59.7466,10
"T2",2111.00682934636,60.2507,11
"T3",2130.39688861662,60.3974,12
"T4",2131.57759411915,60.3568,13
"T5",2105.75034019469,59.7942,14
"T6",2135.8449940485,60.4665,15
"T7",2126.89583280058,60.2638,16
"T8",2126.6883552294,59.8745,17
"T9",2123.96465258542,59.9156,18
"T10",2113.03676272705,60.3012,19
"T11",2143.35887574618,60.2822,20
"T12",2133.86012468001,59.8181,21
"T13",2120.14015153461,59.6189,22
"T14",2130.6309339547,59.8535,23
"T15",2131.58364165611,59.7091,24
"T16",2132.06263671483,60.4329,25
"T17",2153.40778423226,59.7375,26
"T18",2126.38314715854,59.9581,27
"T19",2125.73586141365,59.8752,28
"T20",2131.46489622049,59.7726,29
"T21",2123.75740929588,59.6052,30
"T22",2146.4499529313,60.1955,31
"T23",2124.35424828817,59.9206,32
"T24",2111.37749954244,60.4044,33
