Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,9/15/2026 9:57:37 AM,OK,Unchecked,0,,25.0,°C,,2.310,mL,,60.115,g,,60.1152,g,1.0,g/mL,
2,junk2,9/15/2026 10:08:20 AM,OK,Unchecked,0,,25.0,°C,,2.294,mL,,59.849,g,,59.8490,g,1.0,g/mL,
3,T7_031026_1200,9/15/2026 10:18:47 AM,OK,Unchecked,0,,25.0,°C,,2.276,mL,,60.097,g,,60.0968,g,1.0,g/mL,
4,S1,9/15/2026 10:29:19 AM,OK,Unchecked,0,,25.0,°C,,2.232,mL,,59.578,g,,59.5778,g,1.0,g/mL,
5,S2,9/15/2026 10:39:51 AM,OK,Unchecked,0,,25.0,°C,,2.253,mL,,60.056,g,,60.0561,g,1.0,g/mL,
6,S3,9/15/2026 10:50:16 AM,OK,Unchecked,0,,25.0,°C,,2.249,mL,,59.968,g,,59.9677,g,1.0,g/mL,
7,S4,9/15/2026 11:00:44 AM,OK,Unchecked,0,,25.0,°C,,2.254,mL,,60.201,g,,60.2008,g,1.0,g/mL,
8,S5,9/15/2026 11:11:10 AM,OK,Unchecked,0,,25.0,°C,,2.250,mL,,60.121,g,,60.1213,g,1.0,g/mL,
9,S6,9/15/2026 11:21:39 AM,OK,Unchecked,0,,25.0,°C,,2.248,mL,,60.223,g,,60.2230,g,1.0,g/mL,
10,T1,9/15/2026 11:32:09 AM,OK,Unchecked,0,,25.0,°C,,2.218,mL,,59.747,g,,59.7466,g,1.0,g/mL,
11,T2,9/15/2026 11:42:30 AM,OK,Unchecked,0,,25.0,°C,,2.232,mL,,60.251,g,,60.2507,g,1.0,g/mL,
12,T3,9/15/2026 11:52:55 AM,OK,Unchecked,0,,25.0,°C,,2.248,mL,,60.397,g,,60.3974,g,1.0,g/mL,
13,T4,9/15/2026 12:03:24 PM,OK,Unchecked,0,,25.0,°C,,2.259,mL,,60.357,g,,60.3568,g,1.0,g/mL,
14,T5,9/15/2026 12:13:43 PM,OK,Unchecked,0,,25.0,°C,,2.220,mL,,59.794,g,,59.7942,g,1.0,g/mL,
15,T6,9/15/2026 12:24:02 PM,OK,Unchecked,0,,25.0,°C,,2.258,mL,,60.466,g,,60.4665,g,1.0,g/mL,
16,T7,9/15/2026 12:34:28 PM,OK,Unchecked,0,,25.0,°C,,2.243,mL,,60.264,g,,60.2638,g,1.0,g/mL,
17,T8,9/15/2026 12:44:56 PM,OK,Unchecked,0,,25.0,°C,,2.228,mL,,59.874,g,,59.8745,g,1.0,g/mL,
18,T9,9/15/2026 12:55:22 PM,OK,Unchecked,0,,25.0,°C,,2.229,mL,,59.916,g,,59.9156,g,1.0,g/mL,
19,T10,9/15/2026 1:05:43 PM,OK,Unchecked,0,,25.0,°C,,2.236,mL,,60.301,g,,60.3012,g,1.0,g/mL,
20,T11,9/15/2026 1:16:05 PM,OK,Unchecked,0,,25.0,°C,,2.252,mL,,60.282,g,,60.2822,g,1.0,g/mL,
21,T12,9/15/2026 1:26:29 PM,OK,Unchecked,0,,25.0,°C,,2.228,mL,,59.818,g,,59.8181,g,1.0,g/mL,
22,T13,9/15/2026 1:36:48 PM,OK,Unchecked,0,,25.0,°C,,2.220,mL,,59.619,g,,59.6189,g,1.0,g/mL,
23,T14,9/15/2026 1:47:07 PM,OK,Unchecked,0,,25.0,°C,,2.235,mL,,59.854,g,,59.8535,g,1.0,g/mL,
24,T15,9/15/2026 1:57:25 PM,OK,Unchecked,0,,25.0,°C,,2.236,mL,,59.709,g,,59.7091,g,1.0,g/mL,
25,T16,9/15/2026 2:07:49 PM,OK,Unchecked,0,,25.0,°C,,2.252,mL,,60.433,g,,60.4329,g,1.0,g/mL,
26,T17,9/15/2026 2:18:08 PM,OK,Unchecked,0,,25.0,°C,,2.240,mL,,59.738,g,,59.7375,g,1.0,g/mL,
27,T18,9/15/2026 2:28:30 PM,OK,Unchecked,0,,25.0,°C,,2.240,mL,,59.958,g,,59.9581,g,1.0,g/mL,
28,T19,9/15/2026 2:38:44 PM,OK,Unchecked,0,,25.0,°C,,2.234,mL,,59.875,g,,59.8752,g,1.0,g/mL,
29,T20,9/15/2026 2:49:04 PM,OK,Unchecked,0,,25.0,°C,,2.239,mL,,59.773,g,,59.7726,g,1.0,g/mL,
30,T21,9/15/2026 2:59:20 PM,OK,Unchecked,0,,25.0,°C,,2.226,mL,,59.605,g,,59.6052,g,1.0,g/mL,
31,T22,9/15/2026 3:09:37 PM,OK,Unchecked,0,,25.0,°C,,2.257,mL,,60.196,g,,60.1955,g,1.0,g/mL,
32,T23,9/15/2026 3:20:01 PM,OK,Unchecked,0,,25.0,°C,,2.237,mL,,59.921,g,,59.9206,g,1.0,g/mL,
33,T24,9/15/2026 3:30:18 PM,OK,Unchecked,0,,25.0,°C,,2.255,mL,,60.404,g,,60.4044,g,1.0,g/mL,
9/15/2026 3:47:29 PMSystemInternal,,,,,,,,,,,,,,,,,,,,1/1
