"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk",2300.13580033982,60.1117,1,2300.13580033982
"Sump",2209.42301885136,60.1153,2,2208.16121244425
"Tank1",2211.78024948956,59.6198,3,2209.25538619106
"Tank2",2275.93962011478,59.8627,4,2272.04468636672
"Tank3",2212.9567940035,59.5296,5,2207.91014224978
"Tank4",2205.6773533856,59.6111,6,2199.39337232182
"Tank7",2207.64313505996,59.5079,7,2200.09993528186
"Tank8",2207.74850202751,60.0167,8,2198.95269126246
"Tank9",2208.08731910157,59.9703,9,2198.03914017506
"Tank10",2209.46791246196,60.0865,10,2198.16307379672
"Tank11",2211.98294993728,59.9753,11,2199.41486499445
"Tank14",2207.78766515056,60.0384,12,2193.99682794632
"Tank15",2206.45175087843,60.0981,13,2191.42483770559
"Tank18",2216.33453073199,60.0685,14,2199.99173498637
