"SampleID","TA","Mass","Sample.Index"
"Junk",2269.13481986147,60.1197,1
"D_2_1_BC",2231.01694225052,60.0775,2
"D_2_1_BC2",2231.294821183,59.9135,3
"D_2_2_BC",2197.75879687307,60.1997,4
"D_2_2_BC2",2201.25402387469,59.8976,5
"D_2_3_BC",2172.41982116476,60.1999,6
"D_2_3_BC2",2176.71991900881,59.8993,7
"D_2_4_BC",2081.7920375181,60.1305,8
"D_2_4_BC2",2080.73299929879,59.9604,9
"D_2_5_BC",2064.63316765003,60.065,10
"D_2_5_BC2",2068.06915813564,59.9189,11
"N_2_1_BC",2135.48852850756,59.9723,12
"N_2_1_BC2",2129.41912644444,59.8319,13
"N_2_2_BC",2123.53604280348,60.3508,14
"N_2_2_BC2",2127.07372809217,59.9626,15
"N_2_3_BC",2158.69107869096,59.9393,16
"N_2_3_BC2",2159.30459845392,59.9163,17
"N_2_4_BC",2199.72132288799,59.9045,18
"N_2_4_BC2",2201.64458618245,59.8421,19
"D_2_1_AI",2232.14752694066,60.3695,20
"D_2_1_AI2",2240.70640857492,60.016,21
"D_2_2_AI",2205.85299130421,59.9283,22
"D_2_2_AI2",2199.22449010781,60.0194,23
"D_2_3_AI",2153.61807868397,59.9567,24
"D_2_3_AI2",2155.00141464767,59.8343,25
"D_2_4_AI",2103.81031915949,59.9774,26
"D_2_4_AI2",2107.87741088072,59.9798,27
"N_2_1_AI",2232.16399489526,59.97,28
"N_2_1_AI2",2226.72721539906,60.1118,29
"N_2_2_AI",2245.32725129175,60.0539,30
"N_2_2_AI2",2246.80426441258,59.877,31
"N_2_3_AI",2255.50443268629,59.93,32
"N_2_3_AI2",2251.87987893145,59.8359,33
"N_2_4_AI",2279.48519179144,60.0237,34
"N_2_4_AI2",2279.47674735737,59.8595,35
