"SampleID","TA","Mass","Sample.Index"
"Junk3",2200.74428935245,59.972,1
"C17_End_2300",2015.22768206183,59.9372,2
"C18_End_2300",2085.21221891865,59.9975,3
"C19_End_2300",2183.16555339246,59.8389,4
"C20_End_2300",2157.80430608315,59.9123,5
"C21_End_2300",2296.88542761149,60.0488,6
"C22_End_2300",2297.98936391135,59.933,7
"C23_End_2300",2349.47264327961,60.0057,8
"C24_End_2300",2262.78792651495,59.9854,9
"C25_End_2300",2293.19896476905,59.9098,10
"C26_End_2300",2320.57635188722,59.9273,11
"C27_End_2300",2360.67176160783,59.8895,12
"C28_End_2300",1925.4731346882,59.897,13
"C29_End_2300",2198.55663787387,60.046,14
"C30_End_2300",2253.61562211101,59.9754,15
"C31_End_2300",2273.72076334061,60.1274,16
"C32_End_2300",2317.50121046422,60.1142,17
"Seep_0626_0654",2554.12978555444,59.9857,18
"Seep_0626_0804",2500.06230163362,59.9263,19
"Seep_0626_0846",2646.12605566707,59.8186,20
"Seep_0626_0944",2465.42455133863,59.8725,21
