Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk,12/20/2019 11:16:07 AM,OK,Unchecked,0,,25.0,°C,,2.210,mL,,59.821,g,,59.8207,g,,1.0,g/mL
2,N_26_4_BC,12/20/2019 11:26:30 AM,OK,Unchecked,0,,25.0,°C,,2.218,mL,,59.916,g,,59.9161,g,,1.0,g/mL
3,N_22_3_AI,12/20/2019 11:36:42 AM,OK,Unchecked,0,,25.0,°C,,2.236,mL,,60.164,g,,60.1637,g,,1.0,g/mL
4,N_24_2_BC,12/20/2019 11:46:57 AM,OK,Unchecked,0,,25.0,°C,,2.007,mL,,59.838,g,,59.8383,g,,1.0,g/mL
5,N_25_2_BC,12/20/2019 11:56:43 AM,OK,Unchecked,0,,25.0,°C,,2.052,mL,,59.868,g,,59.8684,g,,1.0,g/mL
6,D_26_4_BC,12/20/2019 12:06:35 PM,OK,Unchecked,0,,25.0,°C,,2.134,mL,,59.948,g,,59.9484,g,,1.0,g/mL
7,N_24_4_BC,12/20/2019 12:16:37 PM,OK,Unchecked,0,,25.0,°C,,2.040,mL,,59.880,g,,59.8803,g,,1.0,g/mL
8,N_22_5_BC,12/20/2019 12:26:27 PM,OK,Unchecked,0,,25.0,°C,,2.230,mL,,59.987,g,,59.9868,g,,1.0,g/mL
9,D_22_4_AI,12/20/2019 12:36:45 PM,OK,Unchecked,0,,25.0,°C,,1.881,mL,,60.013,g,,60.0128,g,,1.0,g/mL
10,N_18_3_BC,12/20/2019 12:46:18 PM,OK,Unchecked,0,,25.0,°C,,2.072,mL,,60.023,g,,60.0227,g,,1.0,g/mL
11,N_18_2_BC,12/20/2019 12:56:10 PM,OK,Unchecked,0,,25.0,°C,,2.066,mL,,60.110,g,,60.1101,g,,1.0,g/mL
12,N_19_4_AI,12/20/2019 1:06:06 PM,OK,Unchecked,0,,25.0,°C,,2.169,mL,,60.195,g,,60.1954,g,,1.0,g/mL
13,N_21_2_BC,12/20/2019 1:16:15 PM,OK,Unchecked,0,,25.0,°C,,2.141,mL,,60.213,g,,60.2127,g,,1.0,g/mL
14,N_21_3_AI,12/20/2019 1:26:17 PM,OK,Unchecked,0,,25.0,°C,,2.217,mL,,60.022,g,,60.0217,g,,1.0,g/mL
15,N_20_1_BC,12/20/2019 1:36:34 PM,OK,Unchecked,0,,25.0,°C,,2.120,mL,,59.965,g,,59.9652,g,,1.0,g/mL
16,N_20_2_AI,12/20/2019 1:46:37 PM,OK,Unchecked,0,,25.0,°C,,2.168,mL,,59.874,g,,59.8744,g,,1.0,g/mL
17,N_20_4_AI,12/20/2019 1:56:42 PM,OK,Unchecked,0,,25.0,°C,,2.154,mL,,60.020,g,,60.0196,g,,1.0,g/mL
18,N_20_3_AI,12/20/2019 2:06:46 PM,OK,Unchecked,0,,25.0,°C,,2.174,mL,,59.992,g,,59.9919,g,,1.0,g/mL
19,N_21_4_AI,12/20/2019 2:16:54 PM,OK,Unchecked,0,,25.0,°C,,2.209,mL,,59.982,g,,59.9818,g,,1.0,g/mL
20,D_21_5_BC,12/20/2019 2:27:05 PM,OK,Unchecked,0,,25.0,°C,,2.026,mL,,60.096,g,,60.0963,g,,1.0,g/mL
21,N_26_4_AI,12/20/2019 2:36:56 PM,OK,Unchecked,0,,25.0,°C,,2.172,mL,,60.077,g,,60.0772,g,,1.0,g/mL
12/20/2019 2:49:40 PMSystemInternal,,,,,,,,,,,,,,,,,,1/1,,
