"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2342.5066943402,59.5552,1,2342.5066943402
"junk2",2324.02713230614,59.8979,2,2322.69987523458
"offshore_pilemooring_20210810",2400.72695622423,60.0607,3,2397.98640033813
"C_Seep_L",2317.69940075292,59.4992,4,2313.73300132208
"C_Seep_K",2335.6475206923,60.2444,5,2330.32107252653
"C_Seep_J",2337.75919192589,59.5315,6,2331.09890932781
"C_Seep_H",2285.87495634033,60.1442,7,2278.0644496558
"C_Seep_G",2328.55294163685,59.9423,8,2319.27583828371
"C_Seep_F",2312.86036218258,60.231,9,2302.33540035239
"C_Seep_D",2338.69757353996,60.5627,10,2326.73152569353
"C_Seep_C",2325.15094921766,60.4451,11,2311.93986427892
"C_Seep_B",2293.78085302314,59.5883,12,2279.45286359483
"V_Seep_H_20210806",2404.82054855148,59.9114,13,2388.44265605283
"V_Seep_G_20210806",2419.97920762495,60.5801,14,2402.13477784666
"V_Seep_F_20210806",2380.36808988943,60.4133,15,2361.47627965221
"V_Seep_E_20210806",2479.76758887101,60.2819,16,2458.69307678429
"V_Seep_C_20210806",2377.44078974852,59.8391,17,2355.90112234423
"V_Seep_B_20210806",2404.28762603973,60.5214,18,2381.15639251246
"V15_LD_20210808",2400.92288769673,60.6616,19,2376.47910264099
"V14_LD_20210808",2408.84622058965,60.4183,20,2382.97393218309
"V12_LD_20210808",2391.38135562167,59.8027,21,2364.36009736606
"V10_LD_20210808",2391.62985494853,60.1313,22,2363.27060765665
"V05_LD_20210808",2396.10086267405,60.3908,23,2366.35243209909
"V02_LD_20210808",2396.11501578111,59.5556,24,2365.03174146472
"V19_HN_20210805",2358.26772176687,59.6739,25,2326.3633106494
"V17_HN_20210805",2347.95887540302,60.3475,26,2314.88903208749
"V16_HN_20210805",2356.40895875674,60.1925,27,2321.91198075693
"V15_HN_20210805",2349.32079168674,60.6008,28,2313.62486519516
"V14_HN_20210805",2343.91715969894,60.0727,29,2307.00507844384
"V10_HN_20210805",2341.34097614694,60.0437,30,2303.17409120694
"V03_HN_20210806",2392.9103569911,60.2807,31,2352.58040715418
"CRM",2250.21242434825,60.5244,32,2211.04533554713
