Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,6/25/2025 12:06:22 PM,OK,Unchecked,0,,25.0,°C,,1.978,mL,,60.027,g,,60.0268,g,1.0,g/mL,
2,junk2,6/25/2025 12:16:13 PM,OK,Unchecked,0,,25.0,°C,,1.983,mL,,60.218,g,,60.2175,g,1.0,g/mL,
3,junk3,6/25/2025 12:25:57 PM,OK,Unchecked,0,,25.0,°C,,1.980,mL,,60.006,g,,60.0065,g,1.0,g/mL,
4,20250622_sb_p23_t1,6/25/2025 12:35:39 PM,OK,Unchecked,0,,25.0,°C,,2.084,mL,,60.114,g,,60.1139,g,1.0,g/mL,
5,20250622_sb_p24_t1,6/25/2025 12:45:35 PM,OK,Unchecked,0,,25.0,°C,,2.110,mL,,60.092,g,,60.0920,g,1.0,g/mL,
6,20250622_sb_p25_t1,6/25/2025 12:55:33 PM,OK,Unchecked,0,,25.0,°C,,2.172,mL,,60.121,g,,60.1211,g,1.0,g/mL,
7,20250622_sb_p26_t1,6/25/2025 1:05:41 PM,OK,Unchecked,0,,25.0,°C,,2.180,mL,,60.155,g,,60.1546,g,1.0,g/mL,
8,20250622_sb_p27_t1,6/25/2025 1:15:48 PM,OK,Unchecked,0,,25.0,°C,,2.126,mL,,60.146,g,,60.1464,g,1.0,g/mL,
9,20250622_sb_p28_t1,6/25/2025 1:25:51 PM,OK,Unchecked,0,,25.0,°C,,2.136,mL,,60.128,g,,60.1276,g,1.0,g/mL,
10,20250622_sb_p29_t1,6/25/2025 1:35:55 PM,OK,Unchecked,0,,25.0,°C,,2.109,mL,,60.311,g,,60.3107,g,1.0,g/mL,
11,20250622_sb_p30_t1,6/25/2025 1:46:00 PM,OK,Unchecked,0,,25.0,°C,,2.112,mL,,60.247,g,,60.2466,g,1.0,g/mL,
12,20250622_sb_p23_t2,6/25/2025 1:56:04 PM,OK,Unchecked,0,,25.0,°C,,2.117,mL,,60.190,g,,60.1895,g,1.0,g/mL,
13,20250622_sb_p24_t2,6/25/2025 2:06:05 PM,OK,Unchecked,0,,25.0,°C,,2.186,mL,,60.180,g,,60.1805,g,1.0,g/mL,
14,20250622_sb_p25_t2,6/25/2025 2:16:15 PM,OK,Unchecked,0,,25.0,°C,,2.230,mL,,60.304,g,,60.3035,g,1.0,g/mL,
15,20250622_sb_p26_t2,6/25/2025 2:26:29 PM,OK,Unchecked,0,,25.0,°C,,2.217,mL,,60.070,g,,60.0695,g,1.0,g/mL,
16,20250622_sb_p27_t2,6/25/2025 2:36:42 PM,OK,Unchecked,0,,25.0,°C,,2.166,mL,,60.211,g,,60.2110,g,1.0,g/mL,
17,20250622_sb_p28_t2,6/25/2025 2:46:50 PM,OK,Unchecked,0,,25.0,°C,,2.178,mL,,60.088,g,,60.0876,g,1.0,g/mL,
18,20250622_sb_p29_t2,6/25/2025 2:57:01 PM,OK,Unchecked,0,,25.0,°C,,2.146,mL,,60.265,g,,60.2654,g,1.0,g/mL,
19,20250622_sb_p30_t2,6/25/2025 3:07:06 PM,OK,Unchecked,0,,25.0,°C,,2.132,mL,,60.000,g,,60.0004,g,1.0,g/mL,
20,20250622_sb_p23_t3,6/25/2025 3:17:09 PM,OK,Unchecked,0,,25.0,°C,,2.134,mL,,60.050,g,,60.0498,g,1.0,g/mL,
21,20250622_sb_p24_t3,6/25/2025 3:27:11 PM,OK,Unchecked,0,,25.0,°C,,2.254,mL,,60.153,g,,60.1528,g,1.0,g/mL,
22,20250622_sb_p25_t3,6/25/2025 3:37:27 PM,OK,Unchecked,0,,25.0,°C,,2.236,mL,,60.061,g,,60.0609,g,1.0,g/mL,
23,20250622_sb_p26_t3,6/25/2025 3:47:41 PM,OK,Unchecked,0,,25.0,°C,,2.258,mL,,60.089,g,,60.0888,g,1.0,g/mL,
24,20250622_sb_p27_t3,6/25/2025 3:57:59 PM,OK,Unchecked,0,,25.0,°C,,2.199,mL,,60.193,g,,60.1929,g,1.0,g/mL,
25,20250622_sb_p28_t3,6/25/2025 4:08:09 PM,OK,Unchecked,0,,25.0,°C,,2.214,mL,,60.063,g,,60.0631,g,1.0,g/mL,
26,20250622_sb_p29_t3,6/25/2025 4:18:22 PM,OK,Unchecked,0,,25.0,°C,,2.165,mL,,60.006,g,,60.0057,g,1.0,g/mL,
27,20250622_sb_p30_t3,6/25/2025 4:28:28 PM,OK,Unchecked,0,,25.0,°C,,2.154,mL,,60.067,g,,60.0671,g,1.0,g/mL,
SystemInternal6/25/2025 4:39:09 PM,,,,,,,,,,,,,,,,,,,,1/1
